samples,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,samples,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
,,,,,,,,,,,TCGA-E2-A1IF-01,9.1132,8.002,9.2683,10.3515,8.1467,9.1439,6.0409,6.0699
,,,,,,,,,,,TCGA-E9-A1RE-01,10.1777,8.0559,8.6536,10.0381,10.5464,9.1392,7.885,8.4103
,,,,,,,,,,,TCGA-E9-A22A-01,9.3203,7.9068,10.0436,10.4773,9.536,10.0991,6.7664,8.5144
,,,,,,,,,,,TCGA-OL-A66H-01,9.0249,7.4385,8.8705,10.9485,8.4234,9.0156,6.2461,6.1598
,,,,,,,,,,,TCGA-A2-A0CS-01,7.7327,5.7714,9.2682,10.0614,8.1007,8.8776,6.1565,4.3575
,,,,,,,,,,,TCGA-A2-A0CU-01,9.8255,7.9604,9.6955,9.9276,9.2934,10.0333,7.1933,8.0788
,,,,,,,,,,,TCGA-A2-A0EM-01,8.642,7.047,10.0053,9.6559,8.1122,9.3962,6.5307,5.4515
,,,,,,,,,,,TCGA-A8-A07S-01,9.217,8.5922,9.9963,9.93,7.3865,9.4902,7.5199,6.9143
,,,,,,,,,,,TCGA-A8-A096-01,8.3519,7.7333,9.6721,10.0924,7.5678,9.1621,7.0953,7.0317
,,,,,,,,,,,TCGA-A8-A09E-01,9.8798,7.8241,9.5214,10.4666,8.7832,8.9647,7.487,7.1565
,,,,,,,,,,,TCGA-A8-A0A4-01,9.7933,8.6696,9.1019,10.0464,8.2293,9.5757,6.9097,6.6941
,,,,,,,,,,,TCGA-AC-A6IW-01,10.3294,10.697,10.5335,11.4163,10.7006,10.0775,7.358,8.7183
,,,,,,,,,,,TCGA-AR-A0U0-01,9.2291,10.2503,10.906,10.6205,10.9856,9.8864,6.8477,8.4581
,,,,,,,,,,,TCGA-B6-A0I1-01,11.5078,8.6785,11.1066,10.8654,10.3716,9.6072,7.7826,6.9299
,,,,,,,,,,,TCGA-B6-A0RP-01,7.4422,6.3218,8.9658,9.8702,8.6677,9.2895,4.8306,5.7799
,,,,,,,,,,,TCGA-BH-A0BG-01,9.3083,8.1339,10.6281,11.1062,9.2763,9.2332,7.7206,8.4504
,,,,,,,,,,,TCGA-BH-A1FR-01,9.6255,7.4695,10.0867,10.4864,8.3467,9.4377,7.326,6.1842
,,,,,,,,,,,TCGA-D8-A1JP-01,10.7156,8.0256,10.4351,10.3616,9.2208,9.6347,8.128,8.128
,,,,,,,,,,,TCGA-E2-A1LL-01,10.2536,8.618,10.2611,11.1938,7.1932,9.3851,11.1163,7.6956
,,,,,,,,,,,TCGA-LD-A9QF-01,8.6493,7.0798,9.6944,11.0582,7.9115,9.1163,7.2072,7.2374
,,,,,,,,,,,TCGA-LQ-A4E4-01,9.8751,8.5819,10.0175,10.2932,8.2766,9.0755,7.3387,7.2413
,,,,,,,,,,,TCGA-UL-AAZ6-01,11.2391,8.6449,9.5249,11.8608,8.5762,10.5483,7.3693,6.8365
,,,,,,,,,,,TCGA-A7-A26H-01,8.2459,7.8471,9.7804,10.2562,9.0613,9.9993,6.8722,6.9425
,,,,,,,,,,,TCGA-AC-A62X-01,10.7099,7.8833,11.8763,10.2903,10.1673,9.2033,7.0402,6.9257
,,,,,,,,,,,TCGA-AC-A8OP-01,8.6143,7.0398,9.1475,10.5545,9.718,9.4723,8.4044,7.5483
,,,,,,,,,,,TCGA-AC-A8OQ-01,10.8921,8.6716,11.0328,11.8093,9.1478,9.1857,7.5715,8.4964
,,,,,,,,,,,TCGA-AO-A125-01,7.1478,6.5147,9.4984,9.7387,8.4667,9.6662,6.0824,5.202
,,,,,,,,,,,TCGA-BH-A0EA-01,6.3856,4.201,9.4548,9.8452,7.838,8.9624,4.4604,3.9535
,,,,,,,,,,,TCGA-BH-A18U-01,11.0698,9.4629,10.0125,10.4038,8.4325,9.6529,8.4926,10.1744
,,,,,,,,,,,TCGA-D8-A1JL-01,8.6446,9.4802,11.3391,11.1801,10.5876,9.4771,7.6141,8.5134
,,,,,,,,,,,TCGA-D8-A27H-01,10.3759,8.5043,10.5508,10.8547,8.2375,9.8606,9.0707,8.6207
,,,,,,,,,,,TCGA-E2-A572-01,9.5727,7.3085,7.0383,10.6431,7.2947,8.9557,2.919,0.8643
,,,,,,,,,,,TCGA-E9-A2JS-01,10.9253,8.9972,9.3788,10.5247,9.6574,10.3935,8.0219,8.2008
,,,,,,,,,,,TCGA-GM-A3NY-01,8.6424,7.449,9.9987,10.4278,8.8786,9.3817,6.4995,5.5336
,,,,,,,,,,,TCGA-OL-A66K-01,8.4966,6.2446,9.2506,9.809,8.3824,9.1026,4.4546,3.6339
,,,,,,,,,,,TCGA-PE-A5DC-01,10.4449,7.344,10.273,10.5646,9.5145,8.8813,7.826,8.2765
,,,,,,,,,,,TCGA-A2-A0CT-01,10.4586,7.3269,9.4938,9.4041,9.5475,9.3728,6.5607,8.1153
,,,,,,,,,,,TCGA-A2-A1G4-01,9.7999,9.1535,9.9498,10.7381,9.1822,9.9936,8.5536,9.1117
,,,,,,,,,,,TCGA-A7-A26E-01,6.770050495,7.085012081,9.975686978,9.83289962,9.016689719,9.993110392,6.633602031,5.076518036
,,,,,,,,,,,TCGA-A7-A3IY-01,8.9664,7.2856,9.4489,10.6142,8.6667,9.6431,6.3797,7.3414
,,,,,,,,,,,TCGA-A8-A08S-01,9.8888,8.076,9.369,9.9272,8.7848,8.8859,7.8514,8.5483
,,,,,,,,,,,TCGA-AC-A8OS-01,7.7997,6.5261,9.2478,10.7483,8.1091,9.2261,5.4945,7.6766
,,,,,,,,,,,TCGA-AN-A0FD-01,7.9859,6.1454,9.8085,10.4545,9.0655,9.7044,7.8798,6.9711
,,,,,,,,,,,TCGA-AO-A0J7-01,10.3229,8.5993,9.2377,10.4396,8.8935,9.988,7.8235,7.8016
,,,,,,,,,,,TCGA-B6-A0RO-01,8.5829,5.4146,8.5505,9.6249,8.731,9.3991,7.751,6.092
,,,,,,,,,,,TCGA-BH-A0BW-01,9.8386,8.8692,11.1837,11.7489,9.8067,10.616,9.3046,8.9754
,,,,,,,,,,,TCGA-BH-A0DS-01,6.8096,6.3006,9.174,9.6716,10.0739,9.2862,8.0967,5.8224
,,,,,,,,,,,TCGA-D8-A1Y2-01,9.1336,8.008,9.3592,10.8945,9.6586,9.6745,5.6091,6.6263
,,,,,,,,,,,TCGA-E2-A1IK-01,8.1475,6.8841,8.8974,10.4108,8.248,9.2136,5.0772,5.9257
,,,,,,,,,,,TCGA-E2-A1LE-01,10.0095,8.5334,9.8999,11.285,8.0131,9.0512,6.7861,7.5738
,,,,,,,,,,,TCGA-E9-A1NH-01,7.1074,5.9314,10.4391,10.1642,8.4788,9.278,5.5805,5.4894
,,,,,,,,,,,TCGA-E9-A22B-01,8.0529,7.363,9.8791,10.7022,9.2108,10.4901,6.7992,6.4239
,,,,,,,,,,,TCGA-E9-A295-01,9.3384,7.5237,8.7416,10.2658,9.0173,8.9592,5.8029,7.2366
,,,,,,,,,,,TCGA-OL-A5D6-01,8.5904,7.823,9.2063,10.6234,7.6029,9.3241,5.4836,5.4562
,,,,,,,,,,,TCGA-OL-A66L-01,8.8339,6.9188,8.0354,10.6951,7.271,9.3117,3.4413,4.0544
,,,,,,,,,,,TCGA-S3-A6ZG-01,9.4315,8.1369,9.2736,10.1462,9.2592,9.3023,9.1646,8.0271
,,,,,,,,,,,TCGA-A1-A0SB-01,8.3905,6.8205,9.9335,10.4709,8.8794,9.5456,7.2677,6.4656
,,,,,,,,,,,TCGA-A2-A0EN-01,7.5258,6.5162,10.041,10.5455,8.3032,9.2347,6.525,6.8084
,,,,,,,,,,,TCGA-A2-A259-01,7.4935,7.2739,10.1292,10.6233,10.6088,9.8685,5.9245,6.1435
,,,,,,,,,,,TCGA-A7-A425-01,10.1656,8.2622,8.4542,11.3847,6.7064,9.182,5.8897,8.6973
,,,,,,,,,,,TCGA-A8-A08P-01,9.5635,7.4777,9.1881,9.8577,9.385,9.4952,7.6067,7.7953
,,,,,,,,,,,TCGA-A8-A09W-01,9.914,7.8449,9.5665,9.7082,9.7135,9.6387,8.1055,7.9829
,,,,,,,,,,,TCGA-AN-A0AS-01,8.3151,7.9676,9.5753,10.3381,9.563,8.7298,5.1482,7.2344
,,,,,,,,,,,TCGA-AQ-A0Y5-01,8.1891,7.1466,9.0542,10.3303,8.757,9.2656,6.5507,5.9142
,,,,,,,,,,,TCGA-AR-A1AK-01,9.6595,8.5907,9.1565,10.4118,8.9302,9.5239,6.6582,6.7902
,,,,,,,,,,,TCGA-AR-A2LL-01,9.5031,7.7598,10.0682,10.0014,10.2834,9.405,6.3271,6.5326
,,,,,,,,,,,TCGA-BH-A18T-01,11.627,9.7432,11.954,10.5476,11.3173,10.0028,9.4199,8.8287
,,,,,,,,,,,TCGA-C8-A12M-01,9.3082,7.3691,10.6846,9.5361,11.0501,9.3344,6.9593,6.9224
,,,,,,,,,,,TCGA-D8-A1JT-01,9.0442,8.22,9.557,9.4009,11.4514,10.5193,6.5769,6.4848
,,,,,,,,,,,TCGA-E9-A1N3-01,9.0357,8.0097,9.0399,10.7585,8.8724,9.4128,7.1788,6.9861
,,,,,,,,,,,TCGA-E9-A1R3-01,5.07,4.0936,9.4588,10.4122,8.8711,9.9751,6.1516,4.2709
,,,,,,,,,,,TCGA-EW-A1J6-01,9.4953,8.0944,11.2033,10.6224,9.7217,8.7828,7.6688,6.8653
,,,,,,,,,,,TCGA-EW-A1PB-01,10.5753,10.134,9.6243,11.2364,8.5574,9.9838,6.1849,8.5851
,,,,,,,,,,,TCGA-LL-A7T0-01,11.6117,8.7562,10.9705,10.7244,9.5403,10.2816,8.0162,7.4141
,,,,,,,,,,,TCGA-OL-A5D7-01,11.3363,10.8156,10.7562,11.943,10.5196,9.7461,7.7276,8.9628
,,,,,,,,,,,TCGA-A8-A06R-01,10.3499,7.4692,9.433,10.2258,9.3468,9.5285,6.6774,7.3502
,,,,,,,,,,,TCGA-A8-A079-01,11.4274,9.1352,9.123,9.8534,10.0034,9.6743,8.3195,9.4265
,,,,,,,,,,,TCGA-A8-A07B-01,8.4258,7.4255,9.8326,8.4523,9.9321,8.4053,5.866,7.8996
,,,,,,,,,,,TCGA-A8-A07I-01,9.5174,9.1632,9.9372,10.6085,7.7276,9.1418,7.7619,7.8761
,,,,,,,,,,,TCGA-A8-A09C-01,9.2588,8.108,10.5752,10.802,9.6073,9.4959,9.0533,7.8208
,,,,,,,,,,,TCGA-AN-A0XP-01,8.149,6.825,9.5511,9.6114,7.9285,9.0126,6.6093,6.7175
,,,,,,,,,,,TCGA-AO-A03O-01,10.3809,9.554,10.2904,9.9337,10.3222,9.1911,8.1942,7.368
,,,,,,,,,,,TCGA-AO-A12H-01,8.7762,7.2634,9.3247,10.0707,8.2722,9.1246,6.2977,5.2561
,,,,,,,,,,,TCGA-AO-A1KS-01,8.7849,8.3024,11.2833,9.9345,11.5006,9.8434,8.5753,9.5815
,,,,,,,,,,,TCGA-AR-A2LE-01,8.15,7.3295,9.7748,9.5892,8.7558,9.2379,6.6804,5.6944
,,,,,,,,,,,TCGA-BH-A0E6-01,9.1776,8.8294,10.8692,10.6142,8.6248,9.3921,6.8154,6.534
,,,,,,,,,,,TCGA-BH-A0EB-01,7.8264,6.6979,9.8356,10.2841,7.5792,9.253,5.4191,6.8907
,,,,,,,,,,,TCGA-BH-A0H0-01,10.8152,8.9395,10.0147,9.9374,9.3626,9.8598,8.7481,8.4068
,,,,,,,,,,,TCGA-BH-A0H9-01,7.8414,6.8593,10.0138,10.5168,8.3788,9.0884,6.836,7.7323
,,,,,,,,,,,TCGA-BH-A1FL-01,8.3609,7.9825,10.2004,9.9289,8.4178,8.8131,6.7403,7.2903
,,,,,,,,,,,TCGA-D8-A1XQ-01,9.9244,7.9839,10.0743,10.7982,10.6508,9.4199,7.3809,7.0033
,,,,,,,,,,,TCGA-E2-A56Z-01,10.1049,7.9045,9.1114,10.782,8.9908,8.9584,7.0542,6.6967
,,,,,,,,,,,TCGA-E2-A576-01,11.8095,8.8463,8.73,10.4371,9.7268,9.6249,5.8336,6.3956
,,,,,,,,,,,TCGA-E9-A24A-01,7.6346,7.4232,9.6193,9.905,8.4595,9.671,7.0977,6.2536
,,,,,,,,,,,TCGA-GM-A2D9-01,8.1188,6.4555,9.1757,10.1619,8.2984,9.4365,4.9031,6.6756
,,,,,,,,,,,TCGA-LL-A9Q3-01,9.4914,6.9231,7.6772,11.1771,8.6052,9.1004,3.3587,4.6672
,,,,,,,,,,,TCGA-A7-A6VX-01,10.5235,8.0418,9.3034,11.1496,8.965,8.9628,7.145,8.7621
,,,,,,,,,,,TCGA-A8-A07P-01,10.1349,7.4359,9.1362,9.1719,10.2335,9.5282,5.6708,6.9381
,,,,,,,,,,,TCGA-A8-A09K-01,10.0356,8.4901,8.6813,10.1163,9.9801,9.9345,7.4444,
,,,,,,,,,,,TCGA-A8-A09T-01,9.1407,7.7291,8.9286,9.5016,9.0266,9.1066,4.9753,
,,,,,,,,,,,TCGA-AC-A3OD-01,8.392549061,7.863644539,10.51516748,10.54087699,9.278426306,9.754893581,8.084471925,
,,,,,,,,,,,TCGA-AN-A046-01,8.7134,7.3122,9.179,10.314,8.0155,9.5343,6.2793,
,,,,,,,,,,,TCGA-AN-A0XN-01,8.0217,7.1402,9.9765,10.5302,8.9268,9.1509,6.3305,
,,,,,,,,,,,TCGA-AO-A0JF-01,7.1015,6.7983,9.4163,9.9035,7.8911,9.1387,5.9479,
,,,,,,,,,,,TCGA-AR-A0TR-01,7.9266,5.7248,9.9674,11.185,8.861,9.6688,4.9757,
,,,,,,,,,,,TCGA-AR-A5QN-01,9.7419,6.3277,9.4984,10.4554,8.9195,9.822,6.2644,
,,,,,,,,,,,TCGA-AR-A5QQ-01,10.1457,7.9832,9.3897,11.6484,7.1007,8.7464,10.2141,
,,,,,,,,,,,TCGA-B6-A0RQ-01,6.5392,5.8746,9.3545,10.3524,8.2503,9.0592,4.0498,
,,,,,,,,,,,TCGA-B6-A1KF-01,10.8883,8.8073,11.4817,10.6803,10.5628,8.9625,8.1596,
,,,,,,,,,,,TCGA-BH-A0EE-01,9.8383,8.7699,10.4873,10.3758,9.0982,9.3607,7.5654,
,,,,,,,,,,,TCGA-BH-A1EO-01,7.7289,7.4959,9.6733,9.955,9.2853,8.7919,6.0622,
,,,,,,,,,,,TCGA-BH-A1FD-01,9.4107,9.4217,10.7993,10.4905,8.5906,9.9573,7.5875,
,,,,,,,,,,,TCGA-C8-A3M8-01,10.9018,8.6272,9.5168,10.9138,9.4879,9.8607,7.4659,
,,,,,,,,,,,TCGA-D8-A4Z1-01,7.4324,6.8385,8.7781,10.6853,8.4747,8.9331,4.8365,
,,,,,,,,,,,TCGA-E2-A154-01,8.8625,7.5644,9.7026,10.374,8.812,9.5469,8.2734,
,,,,,,,,,,,TCGA-E9-A1RF-01,8.9897,7.0048,9.6932,10.8008,8.2116,9.975,7.6231,
,,,,,,,,,,,TCGA-EW-A1P1-01,7.7521,7.3135,9.7594,10.7626,8.4848,9.6114,5.1118,
,,,,,,,,,,,TCGA-XX-A89A-01,9.2758,7.1741,9.4075,10.9971,8.4998,9.0361,5.2925,
,,,,,,,,,,,TCGA-A1-A0SO-01,10.9971,10.2874,11.5562,10.1442,10.7129,10.9565,9.3558,
,,,,,,,,,,,TCGA-A2-A0CW-01,9.9938,7.7529,10.5848,11.1973,8.7073,9.9912,7.5678,
,,,,,,,,,,,TCGA-A2-A0YF-01,8.411,7.1214,9.8152,10.0425,8.7789,9.8677,7.6434,
,,,,,,,,,,,TCGA-A2-A0YM-01,10.3002,10.9016,12.1239,10.7744,9.9299,9.6891,10.1531,
,,,,,,,,,,,TCGA-A2-A4RX-01,10.1052,11.2352,10.4612,10.8146,9.0232,8.7556,8.1404,
,,,,,,,,,,,TCGA-A8-A083-01,7.9387,5.6185,9.0895,9.7376,7.7246,9.1793,6.7377,
,,,,,,,,,,,TCGA-AN-A0FW-01,9.71,7.9188,9.1158,10.2831,8.4501,9.7161,8.0088,
,,,,,,,,,,,TCGA-AN-A0XV-01,7.9339,7.0577,9.0294,10.4069,9.886,9.1413,5.758,
,,,,,,,,,,,TCGA-AO-A0J3-01,10.2552,8.4013,10.4312,10.5438,10.3496,9.9771,7.7724,
,,,,,,,,,,,TCGA-B6-A0WV-01,10.1177,8.1396,8.778,10.0487,8.469,9.4561,9.4375,
,,,,,,,,,,,TCGA-B6-A1KC-01,9.8518,7.8503,10.2673,9.8078,10.6579,9.1452,7.2218,
,,,,,,,,,,,TCGA-BH-A0GY-01,8.7018,6.7146,10.0732,10.2972,9.3798,9.3986,9.0216,
,,,,,,,,,,,TCGA-BH-A0HN-01,8.9208,6.6084,9.1237,10.0701,8.6638,8.5411,5.2914,
,,,,,,,,,,,TCGA-BH-A1EX-01,8.2683,7.7544,9.9345,11.7282,8.8625,9.2224,7.2591,
,,,,,,,,,,,TCGA-C8-A12L-01,10.0938,9.4634,10.2867,11.2086,8.9942,9.2763,9.3368,
,,,,,,,,,,,TCGA-E2-A10B-01,9.4022,7.6952,9.2821,10.1546,7.2691,8.9954,8.2943,
,,,,,,,,,,,TCGA-E9-A1RD-01,7.8965,7.8334,9.6074,10.0951,8.424,9.5777,6.633,
,,,,,,,,,,,TCGA-GM-A4E0-01,7.4132,5.538,9.0187,10.8162,8.033,9.1943,4.0443,
,,,,,,,,,,,TCGA-LL-A73Y-01,8.9602,7.8996,10.5457,10.8389,9.9511,8.8258,7.3735,
,,,,,,,,,,,TCGA-OL-A97C-01,9.2313,7.4025,9.5585,10.7111,7.6103,9.1005,7.0476,
,,,,,,,,,,,TCGA-S3-AA11-01,9.1195,7.8132,9.7127,11.3435,8.4569,9.3922,6.94,
,,,,,,,,,,,TCGA-A2-A04N-01,8.0663,7.1641,9.5592,9.8209,9.91,9.2103,6.7439,
,,,,,,,,,,,TCGA-A2-A0SU-01,8.5817,8.2184,9.0078,9.6222,8.4175,9.3288,6.2264,
,,,,,,,,,,,TCGA-A2-A0T2-01,8.8739,9.0633,10.9009,9.9456,8.938,9.2203,5.6384,
,,,,,,,,,,,TCGA-A2-A25F-01,9.0681,9.2782,10.6617,11.007,9.3156,9.2646,8.1584,
,,,,,,,,,,,TCGA-A2-A4S1-01,9.726,7.2775,9.8486,11.4271,7.2637,9.391,5.6126,
,,,,,,,,,,,TCGA-A7-A0CD-01,9.455,7.6909,10.1798,9.6382,8.9369,9.15,7.6518,
,,,,,,,,,,,TCGA-A8-A06N-01,10.3294,7.9572,9.1835,9.9708,10.2507,10.0299,7.519,
,,,,,,,,,,,TCGA-A8-A06Y-01,7.8501,5.6824,9.9381,10.7732,9.1321,8.6259,5.0211,
,,,,,,,,,,,TCGA-A8-A076-01,10.3405,8.4215,10.0029,10.4462,9.3331,9.4497,8.2846,
,,,,,,,,,,,TCGA-A8-A07U-01,9.9413,9.7944,11.0602,11.5139,9.6302,9.715,5.2212,
,,,,,,,,,,,TCGA-A8-A08H-01,8.5539,7.5578,9.7235,10.9132,7.7966,9.2343,7.66,
,,,,,,,,,,,TCGA-A8-A0A2-01,8.8101,7.3697,8.964,10.2454,9.1415,9.5205,5.8705,
,,,,,,,,,,,TCGA-AC-A3W7-01,8.4154,7.3884,9.1857,10.6214,8.0394,9.1506,6.1965,
,,,,,,,,,,,TCGA-AC-A3YJ-01,8.2674,6.3322,8.3187,11.2369,8.3567,8.8072,4.2922,
,,,,,,,,,,,TCGA-AN-A03Y-01,10.0267,7.7298,9.5461,10.4263,9.8493,8.9195,8.0078,
,,,,,,,,,,,TCGA-AR-A0TV-01,11.0014,9.579,8.7621,9.6958,9.9841,9.8296,7.3424,
,,,,,,,,,,,TCGA-B6-A0IO-01,8.3672,7.0941,10.7108,11.1356,8.4362,10.009,6.9186,
,,,,,,,,,,,TCGA-BH-A0B1-01,9.4178,8.2169,9.3374,9.8837,9.7868,9.7772,6.6877,
,,,,,,,,,,,TCGA-BH-A1FJ-01,9.3187,8.5747,9.8532,10.3865,8.1702,9.2609,8.9178,
,,,,,,,,,,,TCGA-D8-A1X9-01,9.0394,7.0727,10.1612,11.0538,10.1639,10.4073,8.3291,
,,,,,,,,,,,TCGA-D8-A27E-01,7.252,6.0694,9.5946,10.5728,8.4575,9.1338,4.5375,
,,,,,,,,,,,TCGA-E2-A15M-01,8.7381,7.7376,10.5591,10.3217,9.4069,9.3739,7.3931,
,,,,,,,,,,,TCGA-E9-A1R4-01,9.822,8.4479,9.8389,10.4289,9.0417,9.3629,7.3644,
,,,,,,,,,,,TCGA-EW-A1PC-01,12.5787,9.9725,9.782,11.127,8.9241,10.1367,9.8117,
,,,,,,,,,,,TCGA-OL-A5S0-01,10.478,8.3427,10.3598,10.9177,9.5843,8.9722,5.5584,
,,,,,,,,,,,TCGA-W8-A86G-01,7.7611,5.0613,9.4119,10.5405,8.6532,9.1795,5.2775,
,,,,,,,,,,,TCGA-A7-A26I-01,9.247729504,8.871196226,11.52518701,10.96785348,9.689918165,9.880261944,8.462795551,
,,,,,,,,,,,TCGA-A8-A07F-01,8.0894,7.8819,10.4699,9.8179,8.8928,8.977,7.2614,
,,,,,,,,,,,TCGA-A8-A07G-01,7.2232,6.5041,10.0038,9.969,8.5673,9.3339,5.611,
,,,,,,,,,,,TCGA-A8-A08C-01,6.7789,6.3156,10.6224,9.5364,9.5234,9.5245,5.6799,
,,,,,,,,,,,TCGA-A8-A097-01,9.9068,8.3816,9.2017,10.8155,8.957,9.5659,7.9479,
,,,,,,,,,,,TCGA-AC-A2FB-01,8.3851,7.2869,9.9223,10.3299,8.2172,9.3935,6.9781,
,,,,,,,,,,,TCGA-AC-A2FO-01,8.1769,6.4822,8.9256,10.1286,8.513,9.5779,5.0705,
,,,,,,,,,,,TCGA-AC-A3W5-01,9.8694,8.5908,9.8097,10.8986,8.5203,9.0289,6.5485,
,,,,,,,,,,,TCGA-AR-A1AW-01,8.8033,9.1841,10.0637,10.7019,10.6825,9.4038,7.0935,
,,,,,,,,,,,TCGA-AR-A1AY-01,10.2577,10.4593,12.3676,10.1635,10.8808,8.821,9.3911,
,,,,,,,,,,,TCGA-AR-A24H-01,10.66,8.8982,10.5631,10.1082,9.7882,10.4112,10.5442,
,,,,,,,,,,,TCGA-AR-A2LN-01,7.0221,5.1268,8.8415,10.49,7.7518,9.2389,6.0438,
,,,,,,,,,,,TCGA-BH-A0H7-01,10.0415,8.0773,9.6935,10.0495,9.234,9.5035,6.842,
,,,,,,,,,,,TCGA-BH-A0HP-01,7.3656,7.43,9.7316,9.6815,8.228,9.4919,6.3975,
,,,,,,,,,,,TCGA-C8-A133-01,8.6159,6.4822,7.9003,9.9337,8.313,8.9323,4.4463,
,,,,,,,,,,,TCGA-D8-A1Y0-01,10.3521,9.0796,10.116,10.3115,9.916,10.0348,8.2832,
,,,,,,,,,,,TCGA-E2-A14S-01,9.492,8.3977,9.7073,9.7028,10.4744,9.3265,7.9285,
,,,,,,,,,,,TCGA-E2-A15L-01,8.8298,7.8578,9.7942,9.6016,8.234,9.2844,6.9923,
,,,,,,,,,,,TCGA-E2-A15T-01,9.6329,8.8593,10.1682,10.1654,9.0765,9.876,8.3734,
,,,,,,,,,,,TCGA-E9-A5FL-01,9.2597,7.9907,9.0459,11.9979,8.789,10.3707,7.6672,
,,,,,,,,,,,TCGA-GM-A5PX-01,7.1403,3.5628,8.4326,10.0861,8.294,9.1979,3.5628,
,,,,,,,,,,,TCGA-S3-AA10-01,10.9949,10.5049,11.8862,11.2385,10.7133,10.2982,10.5035,
,,,,,,,,,,,TCGA-A2-A0EQ-01,10.2115,9.4184,10.3308,10.666,9.756,9.672,8.7053,
,,,,,,,,,,,TCGA-A8-A08T-01,8.1936,7.0291,9.7908,9.5993,10.7348,9.4111,5.793,
,,,,,,,,,,,TCGA-A8-A0A6-01,7.7413,6.3969,9.2741,9.7894,8.8316,9.4495,5.9319,
,,,,,,,,,,,TCGA-AO-A0JC-01,8.2269,8.3595,10.2913,11.3658,9.7328,8.858,6.5389,
,,,,,,,,,,,TCGA-AR-A0TX-01,10.2574,9.0628,10.0132,10.5273,8.3072,9.6936,6.3794,
,,,,,,,,,,,TCGA-AR-A1AX-01,9.3853,9.074,10.2691,10.537,9.3873,9.1276,5.3883,
,,,,,,,,,,,TCGA-B6-A0IB-01,9.7531,8.2035,9.625,10.1772,9.4091,9.1125,7.1616,
,,,,,,,,,,,TCGA-BH-A0B8-01,9.6683,7.8134,8.8482,9.8922,7.5228,9.2035,6.115,
,,,,,,,,,,,TCGA-BH-A0DL-01,10.4351,11.0894,10.167,11.2662,10.2725,10.4169,7.4788,
,,,,,,,,,,,TCGA-BH-A201-01,8.3537,8.4325,9.8345,10.7173,8.4545,9.5914,7.4003,
,,,,,,,,,,,TCGA-C8-A135-01,9.5956,8.2806,10.257,10.4415,8.8663,9.3573,6.9622,
,,,,,,,,,,,TCGA-D8-A1XA-01,10.0948,8.6552,8.7708,10.8168,8.4511,9.2107,6.9282,
,,,,,,,,,,,TCGA-D8-A27P-01,7.652,6.5847,9.66,9.7227,8.4772,9.097,6.3648,
,,,,,,,,,,,TCGA-E2-A109-01,8.9967,8.7301,9.8655,9.8196,10.057,9.8813,8.3282,
,,,,,,,,,,,TCGA-E2-A10E-01,8.729,6.7948,10.0171,9.877,8.5787,9.1626,7.1379,
,,,,,,,,,,,TCGA-E2-A14Z-01,9.181,7.8415,10.2595,10.3765,9.6628,9.1932,5.9374,
,,,,,,,,,,,TCGA-E2-A15F-01,8.9242,8.4243,9.1321,10.3656,9.2106,10.0329,7.9755,
,,,,,,,,,,,TCGA-E2-A15R-01,10.9963,8.7768,9.6863,9.7624,9.8243,9.2802,7.4738,
,,,,,,,,,,,TCGA-E9-A1R7-01,9.0032,6.2427,10.213,9.3707,10.1866,10.33,7.3877,
,,,,,,,,,,,TCGA-EW-A1P6-01,8.9837,8.2363,10.0612,9.7692,10.8009,9.5576,8.5956,
,,,,,,,,,,,TCGA-LL-A5YL-01,9.8214,7.5883,8.9449,10.4111,8.5066,9.0421,6.44,
,,,,,,,,,,,TCGA-PE-A5DD-01,9.6012,6.8401,9.4416,10.7153,8.1919,8.7654,5.9214,
,,,,,,,,,,,TCGA-S3-A6ZF-01,9.9828,8.2056,10.3262,10.3724,9.0236,9.5845,8.802,
,,,,,,,,,,,TCGA-S3-AA17-01,9.5851,8.3702,10.0157,10.6073,8.9268,9.2061,7.349,
,,,,,,,,,,,TCGA-5L-AAT1-01,6.961,5.5652,8.7281,10.7782,8.1547,9.3389,7.9758,
,,,,,,,,,,,TCGA-A2-A0CY-01,9.5788,8.054,10.7136,10.6297,9.7916,9.9909,5.9827,
,,,,,,,,,,,TCGA-A2-A0ER-01,9.6999,7.9138,9.135,10.1815,8.3114,9.4667,8.5944,
,,,,,,,,,,,TCGA-A2-A0SV-01,10.3493,9.3185,9.4784,11.0468,9.8332,9.4778,9.1612,
,,,,,,,,,,,TCGA-A2-A0YD-01,7.5518,6.4154,10.2038,10.1738,8.2497,9.463,6.3423,
,,,,,,,,,,,TCGA-A2-A0YG-01,10.3896,9.2471,10.5042,11.3837,8.7067,9.1833,8.1868,
,,,,,,,,,,,TCGA-A2-A1FZ-01,7.636,6.3669,9.7131,10.2483,7.4776,9.2272,6.8403,
,,,,,,,,,,,TCGA-A7-A0DC-01,8.747041908,6.910227006,10.33827152,9.962658557,10.54740566,9.851569801,6.760264134,
,,,,,,,,,,,TCGA-A7-A3J1-01,8.8374,7.719,9.3333,10.7362,8.1206,9.2887,6.5236,
