samples,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,samples,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
,,,,,,,,,,,TCGA-79-5596-01,10.2074,9.3891,10.1107,11.5499,7.8167,10.7807,9.8857,8.354
,,,,,,,,,,,TCGA-34-5928-01,8.5011,7.8499,10.6955,11.8354,9.3257,10.377,8.9543,7.0095
,,,,,,,,,,,TCGA-60-2719-01,10.6608,9.6681,10.0517,11.491,8.9942,10.0599,9.891,8.7157
,,,,,,,,,,,TCGA-39-5030-01,9.1774,8.9012,10.4556,10.8675,9.4643,9.6278,8.2322,7.7024
,,,,,,,,,,,TCGA-21-5784-01,8.3831,7.1895,8.7011,10.8915,8.6678,9.1222,7.1685,6.5529
,,,,,,,,,,,TCGA-22-1012-01,10.2998,8.9651,8.9703,11.4041,7.9944,9.8667,10.3354,8.6071
,,,,,,,,,,,TCGA-56-8082-01,9.2103,8.739,10.8179,10.8888,8.2227,9.7547,9.5747,8.8279
,,,,,,,,,,,TCGA-60-2712-01,9.3669,8.925,10.2847,11.7372,8.6176,9.3113,7.8585,7.2174
,,,,,,,,,,,TCGA-22-4605-01,8.6572,7.5532,10.1049,10.9869,6.9607,9.825,8.0935,6.9596
,,,,,,,,,,,TCGA-34-5929-01,9.6359,9.589,11.2892,10.9437,9.1597,10.4608,9.1207,7.2816
,,,,,,,,,,,TCGA-63-A5MN-01,9.1248,7.491,9.8137,11.6307,8.9704,8.8582,7.4547,7.8055
,,,,,,,,,,,TCGA-96-A4JL-01,9.9722,9.2442,10.4674,11.0932,9.9457,10.2622,8.3444,8.6555
,,,,,,,,,,,TCGA-18-3408-01,7.517,6.5973,10.0891,10.8542,8.38,10.6706,8.9494,6.8673
,,,,,,,,,,,TCGA-56-6545-01,8.8735,7.8479,10.4514,12.3196,8.7831,9.461,8.6846,8.1401
,,,,,,,,,,,TCGA-77-8153-01,11.0984,10.1373,10.6675,11.2696,7.13,9.6424,10.231,7.8229
,,,,,,,,,,,TCGA-98-A53C-01,7.9592,7.3659,9.6998,11.2687,8.9074,9.3613,6.7988,6.255
,,,,,,,,,,,TCGA-XC-AA0X-01,8.9098,8.8273,10.0127,11.7821,8.6312,9.9063,9.2188,7.1375
,,,,,,,,,,,TCGA-33-4533-01,10.0222,8.44,10.1519,11.0786,9.4393,10.478,10.0797,8.169
,,,,,,,,,,,TCGA-34-2600-01,11.1234,8.8678,9.5945,11.8388,8.4081,9.8936,8.5562,8.0863
,,,,,,,,,,,TCGA-39-5031-01,9.4314,9.1676,9.7137,11.3265,8.7821,9.8017,8.9592,7.5939
,,,,,,,,,,,TCGA-43-A56U-01,9.8898,9.3837,9.7619,11.1224,9.4159,9.5859,8.344,7.6597
,,,,,,,,,,,TCGA-56-8503-01,8.946,8.2439,9.7911,11.1553,8.3145,9.4786,8.9743,8.082
,,,,,,,,,,,TCGA-56-A4ZK-01,10.6161,9.379,10.146,11.771,7.9326,9.9636,9.6349,7.9916
,,,,,,,,,,,TCGA-60-2696-01,8.9935,9.0293,10.3598,11.989,8.5589,9.9133,8.6205,8.3675
,,,,,,,,,,,TCGA-98-A53H-01,8.3359,7.8622,9.4028,11.2444,8.3392,9.0343,8.6546,7.3637
,,,,,,,,,,,TCGA-34-5232-01,9.4748,8.9892,9.6001,11.7694,8.5104,9.7655,9.0399,7.6092
,,,,,,,,,,,TCGA-43-7658-01,12.0245,9.7177,12.0994,11.4366,8.8215,11.2313,10.8024,9.7793
,,,,,,,,,,,TCGA-56-A4ZJ-01,8.7479,7.0443,9.781,11.4148,8.1506,9.0106,7.7285,6.4567
,,,,,,,,,,,TCGA-96-8170-01,9.9111,10.506,9.9539,11.7449,7.9466,9.2292,8.9266,9.4228
,,,,,,,,,,,TCGA-NC-A5HR-01,10.4663,8.4752,10.738,11.3324,9.0353,10.9377,9.7404,8.7994
,,,,,,,,,,,TCGA-O2-A52V-01,9.1972,8.0727,9.6679,11.5365,8.3361,10.0255,9.3012,7.5588
,,,,,,,,,,,TCGA-60-2695-01,12.2752,9.6628,11.7739,11.3452,9.6064,9.8479,10.9104,9.4194
,,,,,,,,,,,TCGA-60-2723-01,8.989,7.9707,9.681,11.3072,8.4515,10.324,9.1259,7.4097
,,,,,,,,,,,TCGA-68-A59J-01,10.5976,9.0637,10.784,11.9271,8.4127,9.284,8.8732,8.3439
,,,,,,,,,,,TCGA-77-8136-01,10.1646,8.9019,10.1137,10.8175,7.5837,9.9333,10.1341,8.3807
,,,,,,,,,,,TCGA-85-A510-01,11.1873,9.6996,11.796,12.0068,10.1693,10.1767,8.8963,9.4483
,,,,,,,,,,,TCGA-92-8065-01,8.756,8.6765,9.8558,10.9462,8.2529,9.7667,7.8267,8.2597
,,,,,,,,,,,TCGA-22-4599-01,8.8257,8.579,9.6415,11.429,8.0855,10.3925,8.5085,7.7807
,,,,,,,,,,,TCGA-22-4601-01,9.9213,8.8244,11.3103,11.507,7.4255,9.616,8.9348,6.537
,,,,,,,,,,,TCGA-22-4613-01,9.5125,8.8091,10.1045,11.9564,8.6514,9.9358,9.4759,8.319
,,,,,,,,,,,TCGA-22-5492-01,9.8089,8.9835,10.2654,11.9848,7.1789,9.4813,9.3793,8.6074
,,,,,,,,,,,TCGA-34-5240-01,10.4283,8.2824,9.9024,11.0274,6.9553,10.226,9.93,7.0357
,,,,,,,,,,,TCGA-39-5034-01,9.6677,9.2108,9.987,10.7888,9.958,9.0092,6.3568,7.7628
,,,,,,,,,,,TCGA-51-4079-01,9.1084,7.8673,10.0938,11.8971,7.771,9.9571,9.2632,7.574
,,,,,,,,,,,TCGA-56-8304-01,9.015,9.7676,10.0727,11.7094,8.305,9.2149,9.5139,8.2904
,,,,,,,,,,,TCGA-68-A59I-01,8.4348,8.0812,9.7556,11.1047,8.6903,10.3163,8.638,7.9538
,,,,,,,,,,,TCGA-6A-AB49-01,11.0707,7.4576,11.2222,11.5874,9.1818,9.5957,9.8817,7.7556
,,,,,,,,,,,TCGA-22-5481-01,11.9741,9.6902,11.9021,10.6454,9.2455,9.7255,8.9915,7.3564
,,,,,,,,,,,TCGA-39-5035-01,9.0792,8.9257,9.7382,11.4805,9.1234,8.7326,7.8832,7.8985
,,,,,,,,,,,TCGA-43-8115-01,10.5493,9.6972,11.1426,11.3471,7.9983,10.3043,10.7305,8.4771
,,,,,,,,,,,TCGA-51-6867-01,9.6024,8.8975,10.8696,12.2455,7.4275,10.718,9.5965,10.0895
,,,,,,,,,,,TCGA-56-A5DS-01,9.243,8.9792,10.3502,11.5606,8.6602,10.1832,8.2833,8.773
,,,,,,,,,,,TCGA-34-5234-01,7.8783,6.5128,8.654,11.1866,9.0458,9.9416,6.9773,6.8844
,,,,,,,,,,,TCGA-34-8456-01,10.1347,8.4671,10.0168,11.9252,7.6037,10.6085,9.5603,7.3796
,,,,,,,,,,,TCGA-94-A4VJ-01,10.5159,9.7723,9.6942,11.8424,7.2578,9.9529,8.1414,8.3491
,,,,,,,,,,,TCGA-O2-A5IB-01,11.8799,10.6862,12.0404,11.4836,9.2134,10.6837,11.9624,10.2848
,,,,,,,,,,,TCGA-34-5927-01,9.6857,9.7488,12.1371,11.5362,9.9536,10.612,10.4668,8.71
,,,,,,,,,,,TCGA-39-5011-01,9.2034,7.6375,9.2665,11.0151,7.4398,9.1584,7.0793,8.3733
,,,,,,,,,,,TCGA-63-A5MR-01,9.1354,8.1622,9.5813,11.5929,8.0712,9.8416,10.7327,8.8057
,,,,,,,,,,,TCGA-NC-A5HO-01,9.9801,8.2659,10.4893,10.8866,8.3156,9.8347,8.5441,8.756
,,,,,,,,,,,TCGA-22-4596-01,8.9169,7.7912,9.683,11.0677,9.6509,9.1811,5.8106,7.3379
,,,,,,,,,,,TCGA-43-6647-01,8.9094,7.0779,10.0711,11.5296,8.027,9.2165,10.1779,5.9982
,,,,,,,,,,,TCGA-63-A5MM-01,9.7119,8.2747,9.9304,12.1213,7.2449,9.6215,9.3572,8.5646
,,,,,,,,,,,TCGA-77-7140-01,9.8252,9.0493,9.2119,11.0157,6.814,8.8833,9.5842,7.3768
,,,,,,,,,,,TCGA-21-5782-01,11.1446,11.1256,11.2668,12.7086,8.6151,10.6783,10.7195,8.958
,,,,,,,,,,,TCGA-43-7657-01,11.2504,8.6866,9.7265,11.7181,7.7208,9.399,9.9714,7.4835
,,,,,,,,,,,TCGA-58-8393-01,9.1942,8.2553,10.6154,11.1694,7.4348,9.3652,9.1004,8.3819
,,,,,,,,,,,TCGA-66-2778-01,9.1323,8.8527,8.9442,10.6597,8.6294,9.5261,7.1244,8.0768
,,,,,,,,,,,TCGA-66-2786-01,9.6039,8.5414,10.2081,11.8063,8.1798,9.7072,10.0222,8.3015
,,,,,,,,,,,TCGA-NC-A5HI-01,9.7884,8.5439,10.7274,11.8016,9.2346,9.7122,9.4,8.7887
,,,,,,,,,,,TCGA-43-A475-01,9.6692,9.4968,9.6016,12.0167,8.9123,9.5936,9.8966,8.7196
,,,,,,,,,,,TCGA-60-2710-01,10.1446,10.0907,10.7617,11.2104,6.8913,9.7936,11.1118,8.518
,,,,,,,,,,,TCGA-96-8169-01,9.2464,7.9858,10.5514,11.0901,7.4341,9.9695,8.0376,8.0376
,,,,,,,,,,,TCGA-22-5480-01,9.7038,9.0632,10.339,10.714,9.7157,10.4669,8.2935,7.4721
,,,,,,,,,,,TCGA-56-7731-01,8.6922,8.1805,9.9833,11.3036,8.1282,9.0693,7.1024,6.9681
,,,,,,,,,,,TCGA-56-8625-01,10.639,10.4286,10.026,11.7613,7.5678,10.124,10.2127,8.3327
,,,,,,,,,,,TCGA-60-2714-01,10.1173,8.8078,9.6407,11.7102,10.1057,9.4524,5.9862,8.3901
,,,,,,,,,,,TCGA-77-8140-01,8.7125,8.763,10.1968,11.0189,9.4511,9.8663,7.8798,6.642
,,,,,,,,,,,TCGA-90-7766-01,9.3532,9.0734,10.1138,11.5199,8.4593,9.9758,11.2369,10.1603
,,,,,,,,,,,TCGA-33-AASI-01,10.3202,9.0806,10.8335,11.4644,8.9685,10.0908,8.6482,8.4293
,,,,,,,,,,,TCGA-37-4141-01,10.5218,9.4168,9.9554,11.504,9.4404,10.8296,8.3699,8.2333
,,,,,,,,,,,TCGA-39-5024-01,9.2391,9.6814,9.9456,11.2483,7.2765,9.9203,8.9107,8.2669
,,,,,,,,,,,TCGA-66-2757-01,11.8029,9.5429,12.0407,11.04,8.6725,10.0548,9.8528,9.3785
,,,,,,,,,,,TCGA-60-2708-01,9.0495,7.9467,9.4283,11.5572,7.8899,9.0784,10.225,6.948
,,,,,,,,,,,TCGA-60-2711-01,10.094,8.1554,10.4192,11.5764,8.9381,10.5023,9.5925,7.8832
,,,,,,,,,,,TCGA-18-3411-01,8.951,7.935,8.9641,11.6179,8.8953,10.7454,8.665,7.4835
,,,,,,,,,,,TCGA-33-4587-01,11.1872,9.4394,12.2562,11.3592,9.8721,9.9388,10.4415,9.9621
,,,,,,,,,,,TCGA-66-2763-01,10.0287,9.3196,9.9928,11.0034,8.6507,10.0485,8.367,7.3022
,,,,,,,,,,,TCGA-85-6175-01,8.4941,8.117,10.243,11.1556,7.8594,9.2353,7.264,6.9132
,,,,,,,,,,,TCGA-33-4589-01,9.1503,5.9112,7.4801,10.9797,7.3565,9.314,7.3412,6.8544
,,,,,,,,,,,TCGA-34-8454-01,9.5295,9.818,9.9372,12.1076,7.033,9.7037,9.1208,8.9785
,,,,,,,,,,,TCGA-43-2576-01,9.8956,7.0902,9.8246,11.4715,7.8485,9.3408,6.9558,7.6349
,,,,,,,,,,,TCGA-46-3766-01,7.8588,6.9396,9.4632,10.5816,8.5952,9.3735,7.5355,6.7613
,,,,,,,,,,,TCGA-52-7622-01,9.6885,8.1319,10.1793,12.3053,8.2105,10.2179,9.0796,8.1398
,,,,,,,,,,,TCGA-66-2734-01,8.9829,8.8086,10.6512,11.3139,8.1637,9.4673,8.3877,8.1926
,,,,,,,,,,,TCGA-77-7335-01,7.6511,8.149,9.1681,10.8559,6.9741,9.5678,7.2429,6.3055
,,,,,,,,,,,TCGA-37-4132-01,10.0035,7.6109,10.649,11.2838,11.1796,10.6196,7.815,7.7406
,,,,,,,,,,,TCGA-90-A59Q-01,8.9864,8.4056,9.7492,11.6924,9.1224,9.6318,8.5814,8.712
,,,,,,,,,,,TCGA-21-1070-01,10.068,10.3785,9.9182,10.944,8.7139,10.4248,10.1761,9.0456
,,,,,,,,,,,TCGA-22-4594-01,9.7705,8.431,9.7928,11.157,10.435,9.8898,5.8451,8.5725
,,,,,,,,,,,TCGA-52-7810-01,9.6302,7.1555,9.8218,11.2353,7.2329,9.6918,9.4612,8.0137
,,,,,,,,,,,TCGA-60-2720-01,9.2542,6.7673,9.1617,10.8303,7.9944,9.7655,7.1985,6.3267
,,,,,,,,,,,TCGA-68-7755-01,9.7253,8.7398,9.8743,11.9988,6.85,10.1284,10.6787,7.9646
,,,,,,,,,,,TCGA-85-A513-01,10.4744,8.3616,9.1392,11.4192,8.9892,9.4857,5.1696,7.4673
,,,,,,,,,,,TCGA-33-AAS8-01,10.2157,8.1709,9.4906,12.3014,7.362,10.2814,9.7219,7.1158
,,,,,,,,,,,TCGA-43-2578-01,10.8986,10.2736,11.4836,11.2077,9.5541,9.6033,9.1249,7.7718
,,,,,,,,,,,TCGA-43-6770-01,9.9027,8.3679,10.2304,12.1749,7.8552,9.9629,10.728,7.9454
,,,,,,,,,,,TCGA-46-3765-01,9.2037,7.641,10.0305,11.8811,9.0122,10.1929,8.6431,7.4502
,,,,,,,,,,,TCGA-77-7142-01,8.6319,9.1306,10.271,10.7279,8.5698,10.134,9.4459,9.3579
,,,,,,,,,,,TCGA-85-7710-01,10.0874,8.7444,10.9432,12.0275,7.8681,8.9704,9.842,8.981
,,,,,,,,,,,TCGA-22-5485-01,9.7075,8.9981,10.217,11.9934,7.3422,10.0586,9.7199,7.6275
,,,,,,,,,,,TCGA-56-7823-01,9.5591,9.2166,10.6564,10.6957,7.916,9.7512,10.2428,8.4904
,,,,,,,,,,,TCGA-NC-A5HK-01,9.8914,7.9838,10.7248,12.2548,8.3903,11.3869,8.7227,8.3922
,,,,,,,,,,,TCGA-33-AASL-01,10.7431,8.3981,9.9495,11.5066,8.3984,10.0856,9.302,8.928
,,,,,,,,,,,TCGA-58-8391-01,10.1655,8.9928,10.5838,11.305,7.3319,10.1039,8.7338,7.7241
,,,,,,,,,,,TCGA-O2-A52S-01,11.0049,9.1943,10.9583,11.84,8.6253,11.3,10.9701,9.2339
,,,,,,,,,,,TCGA-85-A4CN-01,9.5107,8.9402,9.665,11.1779,6.2381,9.4205,10.1919,7.1112
,,,,,,,,,,,TCGA-98-8020-01,9.1563,8.1415,9.7113,12.0635,7.2773,9.0777,9.5995,7.5813
,,,,,,,,,,,TCGA-43-8118-01,9.9213,8.8117,9.6184,11.8507,7.8792,9.6691,10.1962,8.8836
,,,,,,,,,,,TCGA-56-8307-01,9.4523,8.7894,10.8478,10.5863,9.9477,9.4631,8.0339,7.7196
,,,,,,,,,,,TCGA-66-2727-01,10.0853,9.1922,10.1703,11.4061,7.9531,10.2851,10.212,7.8325
,,,,,,,,,,,TCGA-21-1076-01,9.770747772,9.963944079,10.13240832,11.29476175,8.241947919,9.723943727,9.561805118,7.554566702
,,,,,,,,,,,TCGA-37-4129-01,6.9316,4.3915,8.1277,11.1928,11.0609,10.4888,3.6348,1.9469
,,,,,,,,,,,TCGA-85-8580-01,10.5398,9.4721,10.5642,11.2331,8.4212,9.1079,9.9532,8.0282
,,,,,,,,,,,TCGA-43-2581-01,10.0724,8.6924,10.3996,11.6486,9.4152,10.0467,5.6904,8.2185
,,,,,,,,,,,TCGA-92-7340-01,8.2696,8.525,9.5887,11.4019,6.7536,8.7293,8.4855,7.209
,,,,,,,,,,,TCGA-L3-A524-01,9.9557,9.2146,9.9084,12.0458,9.1274,10.3108,10.3434,7.0541
,,,,,,,,,,,TCGA-O2-A52Q-01,10.3657,6.8523,9.8841,12.0423,10.3707,9.3912,8.4491,8.1564
,,,,,,,,,,,TCGA-63-7022-01,8.4467,8.8771,9.9324,11.4317,7.9436,9.258,7.515,6.3665
,,,,,,,,,,,TCGA-63-A5M9-01,11.0728,8.68,10.0075,12.4607,7.473,10.2447,11.4732,7.2945
,,,,,,,,,,,TCGA-50-5939-11,7.9275,4.6635,8.5579,10.7022,7.4186,8.9503,4.0513,2.7745
,,,,,,,,,,,TCGA-49-6745-11,7.9549,4.9013,7.4005,10.5547,8.4726,9.1057,4.7942,5.4169
,,,,,,,,,,,TCGA-55-6978-11,8.1805,5.2271,8.4058,10.6973,8.3263,8.8417,5.4918,5.8154
,,,,,,,,,,,TCGA-55-6983-11,8.2237,5.4758,8.8775,10.6872,7.9963,9.1393,5.3416,5.0285
,,,,,,,,,,,TCGA-91-6829-11,8.63,6.6986,9.2893,11.0832,7.4377,8.8586,5.5715,5.7563
,,,,,,,,,,,TCGA-50-5932-11,7.9204,5.1692,8.3729,10.6389,7.2829,8.8607,4.1609,3.9519
,,,,,,,,,,,TCGA-50-5933-11,7.6458,4.407,8.8877,11.0092,7.8792,9.4687,3.6498,4.4711
,,,,,,,,,,,TCGA-55-6972-11,8.2284,5.6558,7.9048,10.9203,7.7926,8.8908,3.7063,4.3423
,,,,,,,,,,,TCGA-49-6742-11,8.7204,6.0164,8.7108,10.5647,7.9715,9.079,5.1943,5.8149
,,,,,,,,,,,TCGA-91-6828-11,7.3749,4.9711,8.2219,10.7351,8.349,9.1565,4.4089,5.2264
,,,,,,,,,,,TCGA-91-6831-11,6.7304,3.5836,8.4296,10.233,7.7048,9.1486,1.3617,3.3812
,,,,,,,,,,,TCGA-44-2662-11,8.6045,5.0983,8.348,11.2483,7.2394,8.908,3.1266,3.3619
,,,,,,,,,,,TCGA-44-6146-11,7.8614,5.0839,8.6086,10.6865,7.9492,8.6901,4.0782,3.6265
,,,,,,,,,,,TCGA-55-6968-11,8.5557,5.6001,8.7313,11.1114,8.0187,8.854,4.7617,5.1949
,,,,,,,,,,,TCGA-55-6975-11,8.1428,5.7198,8.5249,10.5911,7.9165,8.931,5.0727,5.1298
,,,,,,,,,,,TCGA-44-6148-11,7.7351,4.9437,8.3535,10.5521,8.2316,8.732,5.1932,5.6339
,,,,,,,,,,,TCGA-44-6778-11,7.4113,5.4992,9.015,10.9817,7.7062,9.2101,5.1929,4.1944
,,,,,,,,,,,TCGA-44-6144-11,8.7303,5.7821,8.3865,10.9597,7.6743,8.7264,4.3188,3.6293
,,,,,,,,,,,TCGA-50-5936-11,7.5737,5.4191,8.4346,10.6739,7.3854,8.6765,3.2849,3.9614
,,,,,,,,,,,TCGA-55-6980-11,8.2134,4.9732,7.9242,10.6417,7.7603,8.6506,2.7069,4.6147
,,,,,,,,,,,TCGA-55-6969-11,8.7153,6.3632,8.8955,10.9181,8.0987,8.8624,5.3806,4.9177
,,,,,,,,,,,TCGA-44-2668-11,8.8113,7.2448,9.8026,11.3565,7.9042,9.5006,5.001,5.6906
,,,,,,,,,,,TCGA-50-5930-11,7.8256,4.7328,8.5066,10.7218,7.5254,8.8456,1.079,2.1169
,,,,,,,,,,,TCGA-73-4676-11,8.0247,5.7051,8.1629,10.4081,7.4992,9.0513,4.5613,4.2365
,,,,,,,,,,,TCGA-38-4632-11,8.3542,6.2397,9.1537,10.8858,8.3859,9.5564,3.3675,4.0857
,,,,,,,,,,,TCGA-50-5935-11,7.8598,5.0619,8.7854,10.5597,7.6665,8.6705,4.7387,5.404
,,,,,,,,,,,TCGA-44-6777-11,8.0378,6.0921,8.4803,10.7114,7.1629,8.4821,4.2241,5.2756
,,,,,,,,,,,TCGA-49-6743-11,6.9066,3.941,8.394,10.5968,7.6703,9.1495,2.8387,3.2024
,,,,,,,,,,,TCGA-91-6835-11,7.814,4.9322,8.3704,10.731,8.2645,8.8668,5.485,5.9084
,,,,,,,,,,,TCGA-55-6982-11,7.6543,5.761,8.6789,10.6822,8.1774,8.7407,4.9281,5.304
,,,,,,,,,,,TCGA-44-3398-11,8.1779,6.2707,8.6712,10.9662,7.8798,9.1515,5.2424,5.2893
,,,,,,,,,,,TCGA-50-5931-11,8.0332,4.1597,8.246,10.4481,7.8249,8.9977,1.7003,1.7003
,,,,,,,,,,,TCGA-91-6849-11,7.5954,4.7195,7.9582,10.6819,7.9646,9.0367,4.952,4.7195
,,,,,,,,,,,TCGA-44-2657-11,8.721,8.2315,8.9774,11.2215,8.5425,8.6956,5.5091,6.9147
,,,,,,,,,,,TCGA-44-3396-11,8.1582,5.5315,9.3497,11.2263,7.8729,9.2016,4.4626,4.9782
,,,,,,,,,,,TCGA-50-6595-11,8.1385,5.4391,8.5641,10.9497,7.7754,9.0902,4.5144,4.2886
,,,,,,,,,,,TCGA-55-6986-11,7.4697,5.2782,7.8081,10.817,8.4041,8.943,5.481,6.3376
,,,,,,,,,,,TCGA-55-6984-11,8.3491,4.5108,7.9447,10.4795,8.3545,8.8937,4.2046,4.4708
,,,,,,,,,,,TCGA-44-2661-11,8.0157,5.4624,8.8342,10.9136,7.6882,8.8362,4.1769,4.6308
,,,,,,,,,,,TCGA-49-4512-11,8.0971,3.872,7.7765,9.9666,8.7446,8.7683,3.872,4.0978
,,,,,,,,,,,TCGA-49-6761-11,8.3267,5.401,7.7724,10.3519,7.5839,8.6498,2.742,2.742
,,,,,,,,,,,TCGA-44-6147-11,8.8907,6.6947,9.802,10.8447,7.7235,10.1073,6.0899,5.6409
,,,,,,,,,,,TCGA-55-6970-11,7.8319,5.7667,8.8622,10.5687,8.1004,8.9093,4.6971,4.0391
,,,,,,,,,,,TCGA-38-4625-11,7.2804,3.9471,8.1863,11.0727,7.8748,9.1109,2.8094,3.7027
,,,,,,,,,,,TCGA-44-2655-11,7.9326,5.6371,8.2305,10.9747,7.5244,8.968,4.7792,4.5428
,,,,,,,,,,,TCGA-38-4627-11,8.2686,5.2898,8.4897,10.835,7.9055,9.2084,3.8049,3.8049
,,,,,,,,,,,TCGA-49-6744-11,7.2491,4.8364,8.5923,10.4926,7.6329,8.9838,3.8353,3.1967
,,,,,,,,,,,TCGA-44-6145-11,8.1422,5.1059,9.2357,10.7982,7.9724,9.4064,3.559,3.6854
,,,,,,,,,,,TCGA-91-6847-11,8.2457,4.017,7.2444,10.5358,8.1327,8.7596,4.7857,4.321
,,,,,,,,,,,TCGA-44-5645-11,8.5697,5.9384,8.1021,11.0924,7.7786,8.871,4.4517,3.7414
,,,,,,,,,,,TCGA-44-6776-11,7.6498,4.0109,7.6805,10.6532,7.7827,8.6384,4.2752,4.2752
,,,,,,,,,,,TCGA-55-6971-11,8.2408,5.143,8.6012,10.6959,8.4023,9.0053,4.1833,4.2661
,,,,,,,,,,,TCGA-55-6979-11,8.8149,5.4623,8.805,10.4684,7.57,8.6085,4.0346,4.1641
,,,,,,,,,,,TCGA-55-6985-11,7.6078,5.5233,8.7994,10.7233,8.1707,9.0626,5.5851,5.1934
,,,,,,,,,,,TCGA-38-4626-11,7.7884,5.3109,9.0937,11.3929,7.8238,9.5473,4.9366,4.43
,,,,,,,,,,,TCGA-44-2665-11,7.7986,4.6352,8.9577,11.0883,7.682,8.8618,3.5199,4.1117
,,,,,,,,,,,TCGA-55-6981-11,7.945,4.9364,8.5874,10.7743,7.8733,8.7187,5.1231,4.4697
,,,,,,,,,,,TCGA-91-6836-11,7.6755,4.2767,8.7314,10.7361,7.6888,8.7965,3.2598,3.9732
,,,,,,,,,,,TCGA-49-4490-11,8.3176,4.6429,8.0602,10.6073,8.4297,9.3589,4.6429,3.9633
,,,,,,,,,,,TCGA-50-5066-02,10.2326,8.112,10.9234,11.3401,10.475,10.3848,8.16,9.9333
,,,,,,,,,,,TCGA-50-5946-02,10.4063,9.0165,11.5163,11.1982,8.7469,9.9394,8.6216,9.1012
,,,,,,,,,,,TCGA-55-A4DF-01,11.1266,10.6886,10.0586,11.1955,8.9175,9.869,10.0418,10.5247
,,,,,,,,,,,TCGA-50-5939-01,9.1463,7.7952,10.4222,11.1619,8.2615,9.7766,6.776,7.4491
,,,,,,,,,,,TCGA-69-8254-01,8.2743,7.649,9.0351,11.3648,8.3516,9.2508,5.9364,8.1527
,,,,,,,,,,,TCGA-62-A470-01,8.6475,7.5576,10.0282,10.7375,10.2199,9.5147,6.3903,8.0048
,,,,,,,,,,,TCGA-69-7761-01,8.645,7.5338,9.9844,10.8122,8.9054,8.9032,7.7607,8.3225
,,,,,,,,,,,TCGA-78-7166-01,9.4374,8.3641,10.172,11.2216,8.5353,9.5294,6.6071,8.5314
,,,,,,,,,,,TCGA-97-A4M5-01,9.1199,7.4472,9.7704,11.1728,8.8569,9.1353,5.6094,7.2015
,,,,,,,,,,,TCGA-05-4433-01,8.6249,7.9071,9.6503,11.225,7.4041,9.0689,6.835,8.3362
,,,,,,,,,,,TCGA-49-6745-01,8.8061,7.9939,9.7802,10.9508,8.7111,9.4509,7.4202,8.7818
,,,,,,,,,,,TCGA-55-6978-01,9.5806,8.1717,11.0417,11.2773,9.351,9.4176,9.6911,9.1111
,,,,,,,,,,,TCGA-55-6983-01,8.3339,7.396,9.1745,10.803,9.1145,9.4022,5.6363,7.6478
,,,,,,,,,,,TCGA-55-7994-01,9.5096,9.4927,10.2983,11.6752,10.0577,9.4431,7.5055,8.9246
,,,,,,,,,,,TCGA-97-8171-01,9.4949,7.7526,10.6312,10.658,9.6227,9.1858,5.5777,7.4709
,,,,,,,,,,,TCGA-97-A4LX-01,9.0585,8.4826,10.0847,11.3104,9.8907,9.1038,6.7625,7.5036
,,,,,,,,,,,TCGA-38-A44F-01,8.0287,6.6041,8.9976,10.8979,8.7447,8.9904,7.7232,6.1688
,,,,,,,,,,,TCGA-55-8090-01,9.6603,7.9909,9.8432,11.3266,8.335,9.3083,6.6568,8.3941
,,,,,,,,,,,TCGA-44-A47B-01,8.8603,6.4194,10.1384,10.656,9.1221,9.1765,5.0322,6.3409
,,,,,,,,,,,TCGA-86-8055-01,9.1271,7.9675,9.8777,11.2883,7.9694,10.0961,6.9893,8.4239
,,,,,,,,,,,TCGA-55-A490-01,8.3667,8.3268,9.6386,11.2106,7.863,7.8608,4.3569,8.513
,,,,,,,,,,,TCGA-91-6829-01,9.2024,7.5323,11.0992,10.4374,8.7941,10.5454,7.8486,8.0425
,,,,,,,,,,,TCGA-91-A4BD-01,8.1998,6.0133,8.4569,10.8378,8.4908,8.9615,4.3004,6.4435
,,,,,,,,,,,TCGA-49-4494-01,10.3185,7.8763,9.2199,11.2343,8.6545,9.3176,6.1363,8.7251
,,,,,,,,,,,TCGA-55-6987-01,9.4654,8.9328,10.223,11.2017,9.465,9.4373,6.5676,8.4461
,,,,,,,,,,,TCGA-55-7227-01,8.6896,7.7266,9.2338,11.0782,9.1606,8.942,5.9435,7.1669
,,,,,,,,,,,TCGA-55-7907-01,9.2125,7.5631,9.7946,10.7819,9.3187,9.9366,5.8589,7.4674
,,,,,,,,,,,TCGA-69-8453-01,8.7372,7.3894,9.2376,11.2396,7.8564,8.9021,6.9659,7.9555
,,,,,,,,,,,TCGA-78-7167-01,6.5905,4.0863,9.4398,11.0022,9.7248,10.2525,4.1771,6.9144
,,,,,,,,,,,TCGA-93-8067-01,10.3187,9.5782,10.6894,11.1927,10.5069,8.8919,7.5697,8.7906
,,,,,,,,,,,TCGA-MP-A4TC-01,10.6137,7.3025,9.6549,11.2621,9.2622,9.3389,6.5547,7.779
,,,,,,,,,,,TCGA-05-4395-01,9.4103,7.4385,9.8282,12.7312,9.5551,10.3046,7.3966,7.2952
