,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
GTEX-11XUK-0008-SM-5S2WD,8.8835,6.8995,10.1166,11.1557,7.5016,9.0705,8.6182,7.082,,,TCGA-FS-A1ZT-06,9.7441,7.668,11.756,10.8939,9.3499,10.4423,7.9122,7.3584
GTEX-WYBS-0008-SM-4ONDX,9.3551,7.8588,10.0375,11.3932,7.1556,8.8447,8.6583,7.9964,,,TCGA-D9-A4Z6-06,9.6303,6.5873,11.3811,11.9282,8.3829,10.6079,8.7426,8.5022
GTEX-ZXES-0008-SM-57WCX,7.8217,6.4702,9.8071,11.2226,6.9317,8.7589,7.2125,5.5627,,,TCGA-EE-A17X-06,11.4957,9.8821,9.9625,11.5714,6.2613,9.3469,9.7211,8.1649
GTEX-139T4-0008-SM-5S2WF,8.0667,5.4258,9.7682,11.121,7.8063,8.9929,8.3376,5.1271,,,TCGA-EE-A29E-06,10.827,9.5529,10.488,10.6728,9.0854,9.5961,7.8778,7.8668
GTEX-P4QT-0008-SM-48TDZ,8.6804,5.4473,10.106,11.3137,7.5817,9.284,9.5695,5.9519,,,TCGA-EE-A3JH-06,9.6538,8.54,10.295,11.4053,7.7088,9.5343,7.9452,7.3631
GTEX-PWOO-0008-SM-48TDU,4.7813,0,9.6188,11.8329,7.1024,9.5566,6.6239,1.2598,,,TCGA-ER-A19J-06,10.0992,7.95,10.3075,10.8946,9.6306,9.3762,7.9252,5.6373
GTEX-WXYG-0008-SM-4ONDU,9.027,6.8222,10.0157,11.3886,6.7901,9.0624,9.0877,7.0057,,,TCGA-FS-A1ZS-06,9.356,5.7057,9.792,10.7917,8.0685,9.4052,11.7403,6.5541
GTEX-QCQG-0008-SM-48U2G,7.7228,5.8217,9.961,11.7879,7.5478,9.5092,8.8478,5.513,,,TCGA-D3-A3MU-06,10.4997,8.2121,10.3321,11.4054,7.7594,9.3853,8.535,6.0298
GTEX-T2IS-0008-SM-4DM75,7.5891,6.3733,9.6081,11.114,7.9021,8.8966,8.8396,5.7856,,,TCGA-EE-A20F-06,10.1102,7.6431,10.9518,11.6832,8.1841,9.267,9.0604,7.9519
GTEX-ZLWG-0008-SM-4E3J4,7.002,5.2044,9.7201,11.1153,7.868,8.8102,6.7916,5.2463,,,TCGA-EE-A29G-06,9.0849,9.4629,10.2413,10.9912,7.2129,9.7042,7.5248,7.3546
GTEX-XYKS-0008-SM-4BRW6,7.7797,5.4584,10.1436,11.3814,7.6137,9.281,9.2689,6.8364,,,TCGA-ER-A2NF-06,8.8195,6.1938,11.368,10.7683,6.4615,9.0777,7.2193,4.1576
GTEX-ZP4G-0008-SM-4E3I4,8.5664,6.9343,10.0902,11.5276,7.8246,9.2541,8.1826,6.7567,,,TCGA-GN-A265-06,10.8023,9.0421,9.7123,11.003,7.7044,9.5536,8.5937,7.9533
GTEX-PWCY-0008-SM-48TE9,4.3078,0,9.6512,11.6009,8.1015,9.5509,6.1658,1.6837,,,TCGA-D3-A8GS-06,10.3907,8.8248,10.0146,10.5169,7.8914,9.4945,7.9787,7.0905
GTEX-NPJ7-0008-SM-4E3JS,8.6031,7.2791,9.7991,11.2121,7.4077,8.7586,7.8988,7.17,,,TCGA-DA-A3F3-06,9.7246,9.0313,13.6097,10.691,9.6003,9.701,8.8699,8.5947
GTEX-R3RS-0008-SM-48FF1,6.5564,4.5691,9.9896,11.1549,6.9165,9.909,8.6651,4.2785,,,TCGA-DA-A95W-06,9.7678,8.3658,9.949,11.2348,8.9966,9.7284,8.2668,7.4525
GTEX-ZV68-0008-SM-4YCCV,7.3076,5.3346,9.1189,10.9504,7.2328,8.6783,6.9078,5.8708,,,TCGA-EB-A44R-06,9.1849,7.6017,10.8765,11.4582,8.8995,10.3417,7.0841,7.3716
GTEX-ZC5H-0008-SM-4WAX8,8.069,6.1741,9.5522,11.1234,6.9628,9.3605,8.6246,6.5636,,,TCGA-EE-A2MD-06,9.9852,7.8417,11.3601,10.6188,8.5264,10.7063,9.4147,7.5303
GTEX-ZPCL-0008-SM-4WWAU,9.2995,7.3266,9.9484,11.2554,7.2751,8.9441,8.6067,7.3707,,,TCGA-FS-A1YW-06,8.081,5.4381,11.3187,11.127,9.011,8.6967,9.9957,5.0657
GTEX-R53T-0008-SM-48FEW,6.4257,4.2706,8.963,10.6751,6.5958,8.8201,6.6488,4.1694,,,TCGA-FS-A1ZP-06,7.9889,7.695,10.4825,10.1656,8.5498,9.9963,6.1542,5.5983
GTEX-11DXX-0008-SM-5Q5B8,8.268,6.2441,9.873,11.3793,7.0655,8.8866,8.3208,6.0573,,,TCGA-FS-A4F8-06,10.7753,8.9786,10.2141,11.2944,8.5947,9.2731,8.1467,7.2348
GTEX-OHPL-0008-SM-4E3I9,7.1968,5.4798,9.8327,11.123,7.6553,9.0303,6.9133,4.6181,,,TCGA-D3-A51F-06,9.612,8.5865,10.0501,11.4594,8.0435,8.9525,8.3407,7.5877
GTEX-11UD1-0008-SM-5S2P6,7.813,6.2067,9.57,11.1901,7.3329,8.9125,6.7589,6.0132,,,TCGA-D3-A51K-06,11.6725,9.2635,10.7247,11.5295,6.165,9.8752,6.9539,5.3774
GTEX-PLZ4-0008-SM-48TE6,7.4975,6.0664,9.9548,11.1754,7.0223,9.3674,9.4964,6.679,,,TCGA-DA-A1I4-06,9.3209,7.926,10.6399,10.445,6.9809,9.4686,6.8761,6.5679
GTEX-ZVZQ-0008-SM-51MSK,9.9069,7.6118,10.0199,11.584,6.9657,8.9028,8.9112,7.639,,,TCGA-EE-A2GB-06,9.5869,8.9144,11.1888,11.6744,7.9802,10.1009,8.8678,7.9994
GTEX-113JC-0008-SM-5QGR6,9.3585,7.2808,10.2992,11.1348,7.0281,9.107,8.9539,7.3678,,,TCGA-EE-A2ME-06,9.9366,8.261,10.7701,11.0089,8.7219,9.0915,8.8768,6.5932
GTEX-1399U-0008-SM-5S2VE,9.8917,7.7168,10.1439,11.4397,6.8038,9.1192,9.6371,7.54,,,TCGA-ER-A19T-06,11.1955,8.8092,10.3971,10.404,8.129,9.6934,7.1494,5.7977
GTEX-11TTK-0008-SM-5S2RU,7.2059,5.7518,9.6203,10.9906,6.8938,8.6993,6.566,6.094,,,TCGA-FS-A1ZC-06,9.7179,9.0474,10.6589,12.0585,10.0969,10.1074,7.4538,8.8259
GTEX-T5JW-0008-SM-4DM5X,5.0097,0,9.8258,11.8448,7.6045,9.8185,6.2287,1.1085,,,TCGA-GN-A4U8-06,10.1091,8.4034,10.5132,11.1811,8.1054,9.65,8.3028,8.4705
GTEX-P4PP-0008-SM-48TDV,9.8237,8.3227,10.0136,11.6117,7.0995,9.1716,9.9307,8.1891,,,TCGA-EE-A3AD-06,9.3706,7.2896,11.6685,11.1316,9.1169,9.0414,7.5494,5.8247
GTEX-11P81-0008-SM-5S2OT,9.4645,8.0456,9.8166,11.1888,6.8378,8.9325,8.8573,7.9854,,,TCGA-ER-A2NC-06,10.1825,8.5339,10.5239,11.1832,8.4346,9.9249,8.5032,7.8962
GTEX-ZTPG-0008-SM-4YCEK,8.9497,6.9329,10.0734,11.1447,7.0142,9.1386,8.5228,6.971,,,TCGA-FR-A7U8-06,9.7573,7.4001,11.2407,11.7443,8.1831,9.9309,8.3488,8.2963
GTEX-11ZTS-0008-SM-5S2VC,8.8509,7.7224,9.7743,11.0734,6.9538,8.7171,9.0889,7.9376,,,TCGA-EB-A5UN-06,9.9783,6.6207,11.0848,10.8887,8.1353,9.4802,7.4144,6.2342
GTEX-1122O-0008-SM-5QGR2,9.9799,8.0442,10.2613,11.3339,6.1017,8.6772,9.8653,8.3815,,,TCGA-EE-A2M5-06,10.8345,6.5066,10.0856,11.3978,7.5742,9.0337,12.6485,7.3863
GTEX-PX3G-0008-SM-48U2L,10.4422,8.5884,9.9114,11.5688,5.9544,9.0959,10.2317,8.4268,,,TCGA-ER-A2NH-06,10.0229,8.2162,9.9825,11.465,7.9037,8.9303,8.952,8.1676
GTEX-TMKS-0126-SM-3DB7S,7.2927,8.5868,8.3759,10.7629,8.4038,8.8628,4.9267,5.7937,,,TCGA-ER-A42L-06,9.8595,7.9276,9.6678,11.1277,9.0545,9.7461,7.934,6.3225
GTEX-11NUK-0126-SM-5A5L3,8.6176,9.3057,8.7937,11.3321,8.2637,8.7775,6.8967,7.8755,,,TCGA-OD-A75X-06,10.1639,7.2339,10.7455,11.1098,9.0406,10.1969,10.0623,9.3952
GTEX-11EQ8-0126-SM-5EQ54,8.1532,4.552,9.2521,11.3146,8.4858,9.3957,3.2132,3.3863,,,TCGA-QB-A6FS-06,11.904,8.8723,10.3316,10.9713,6.8295,9.3618,7.552,4.8861
GTEX-ZDXO-3026-SM-5J1N5,8.8055,8.4701,8.6565,11.3938,8.5992,8.8037,6.0489,6.6448,,,TCGA-WE-A8ZR-06,10.627,9.4942,11.1525,11.2927,7.2573,10.5042,9.6784,7.3659
GTEX-SIU7-1726-SM-2XCDZ,6.4285,2.712,9.4714,11.296,7.9995,9.9505,2.712,3.9824,,,TCGA-D3-A2J8-06,10.8589,8.6749,10.5456,12.0929,8.0347,8.9438,11.292,7.696
GTEX-ZEX8-2426-SM-4WKG4,7.797,8.6892,7.9294,11.0306,8.5929,8.6892,4.4142,6.4357,,,TCGA-D3-A8GB-06,11.0993,7.3761,10.4625,11.7254,8.559,9.6973,8.6401,5.701
GTEX-ZZPT-0226-SM-5E43X,7.2985,7.3685,8.7558,11.2886,8.3727,9.1201,4.4744,4.3215,,,TCGA-D3-A8GC-06,10.1646,8.3227,10.2253,10.8513,8.6792,10.3405,8.0272,5.9766
GTEX-WZTO-0126-SM-3NM95,8.6481,9.4237,8.7172,11.308,8.5825,9.0668,6.9709,7.5759,,,TCGA-EE-A183-06,11.4567,10.1402,10.5834,11.9943,6.12,9.0381,9.5235,5.515
GTEX-11DXY-2626-SM-5GIE7,8.389,8.7249,8.1049,11.1745,8.8688,9.2695,6.314,7.7596,,,TCGA-EE-A3JI-06,9.9156,8.7318,10.2941,10.4787,6.8606,10.437,8.3424,6.8601
GTEX-13OW7-0126-SM-5MR3B,7.9121,8.0099,8.4423,11.0767,8.1606,8.6055,5.525,6.9773,,,TCGA-WE-A8ZQ-06,10.5969,8.3338,10.5801,11.1605,8.2503,9.8518,7.4686,8.7002
GTEX-N7MS-0225-SM-4E3HO,8.7717,9.5855,9.265,11.048,8.4119,8.9807,7.176,6.8088,,,TCGA-D3-A3MO-06,9.9756,9.302,10.6038,11.3538,9.2843,10.3936,8.1424,8.2444
GTEX-PVOW-0126-SM-2XCFA,7.5707,9.4717,8.448,10.7004,8.6213,9.1165,7.1062,8.2962,,,TCGA-EE-A3AA-06,11.4147,8.6897,11.4873,11.6118,7.5474,9.5605,8.1881,7.7488
GTEX-V1D1-2226-SM-3NMAX,7.5473,7.4961,8.1721,10.8615,8.7397,8.9508,5.4216,6.5406,,,TCGA-EE-A3AC-06,10.7584,9.1831,10.034,11.0027,8.9216,9.7079,9.1216,8.0423
GTEX-12KS4-0326-SM-5EQ41,8.5684,9.1803,7.9978,10.768,8.0082,8.765,6.753,7.9448,,,TCGA-ER-A19N-06,10.4274,8.9851,11.08,10.8906,8.2731,9.8359,7.6115,7.683
GTEX-14E6E-1826-SM-5S2R7,6.6224,8.5412,9.4462,11.3766,8.5092,8.8623,6.2928,7.1484,,,TCGA-WE-AAA0-06,10.2443,8.5673,10.6746,11.1637,8.2898,9.9291,9.0198,5.854
GTEX-R55E-0126-SM-2TC5Y,8.4138,9.0978,8.3041,11.0966,8.051,8.9128,5.8597,6.7065,,,TCGA-EE-A2A1-06,10.9294,8.4945,10.3549,11.5031,8.4697,9.7183,7.1053,6.5982
GTEX-13VXU-0126-SM-5SI9F,8.4466,8.6528,8.5889,11.2578,7.994,8.9865,5.9851,7.5062,,,TCGA-ER-A195-06,10.735,8.5794,9.8768,11.1269,8.2034,9.9015,8.3063,7.9855
GTEX-117YW-2626-SM-5GZZH,8.1388,8.1062,8.5265,11.1319,7.6223,8.7371,5.4944,6.7723,,,TCGA-D3-A8GK-06,11.0291,8.4781,11.7449,11.1758,8.6511,10.4811,9.1828,4.4696
GTEX-RN64-0126-SM-2TC68,8.1917,8.9588,8.4163,11.0006,8.4482,8.975,6.2781,7.5991,,,TCGA-DA-A1I2-06,9.8452,7.8543,11.0145,10.8802,8.7274,9.1383,8.3118,7.0565
GTEX-XUYS-0126-SM-47JWZ,8.0342,9.3373,8.2183,11.1796,7.4596,8.901,6.5739,8.1423,,,TCGA-DA-A3F5-06,11.947,7.6816,9.9245,11.6738,9.2105,9.902,10.7088,7.2126
GTEX-YJ8A-0426-SM-5IFID,6.6716,7.4481,9.093,11.3262,8.0475,9.2912,5.5472,6.2801,,,TCGA-EE-A2MT-06,9.1996,8.1955,10.7524,10.8118,7.9357,10.0712,9.4122,7.0658
GTEX-11P82-1626-SM-59879,6.9295,7.8299,8.8004,11.0874,8.5166,9.0648,5.1308,6.8872,,,TCGA-ER-A198-06,10.2065,8.9156,10.4191,11.1726,5.9043,9.966,10.3889,7.2066
GTEX-113IC-0126-SM-5HL6T,7.4093,7.4483,8.9348,10.981,7.5499,9.0924,5.3684,6.0804,,,TCGA-GN-A266-06,9.8765,8.7044,9.9745,11.102,9.6719,9.6323,9.0984,7.9659
GTEX-X62O-0126-SM-4E3JN,6.5967,7.7119,8.4971,10.9739,9.019,8.6241,3.7595,5.4702,,,TCGA-WE-A8ZX-06,10.1558,8.9281,10.7156,11.1213,9.0536,10.123,8.4934,8.4794
GTEX-11O72-0126-SM-59887,7.8694,7.706,8.9007,11.2947,8.303,8.8931,6.2967,7.3771,,,TCGA-EE-A2GE-06,9.4337,8.3809,10.295,11.5906,8.1922,9.6628,7.0741,7.686
GTEX-T8EM-1026-SM-3DB7M,7.4979,8.0479,8.6857,10.9703,8.2442,8.8797,4.8226,6.6563,,,TCGA-EE-A3JA-06,8.4961,6.3868,10.7085,9.3512,7.7609,9.459,7.7618,6.5802
GTEX-ZT9W-2426-SM-57WFJ,6.3276,4.094,9.8944,11.3744,7.5203,10.0103,2.0757,1.6524,,,TCGA-FR-A3YN-06,8.5989,7.4036,9.8407,10.954,7.7683,10.532,7.3992,5.4203
GTEX-QLQW-1126-SM-2S1Q8,8.2009,8.2968,8.7208,11.1331,8.2561,9.195,5.3286,6.7268,,,TCGA-D3-A8GL-06,10.369,8.6449,11.4788,11.3913,7.919,9.8864,7.5925,7.1507
GTEX-ZYW4-0126-SM-5E44A,7.5433,7.5746,8.6116,10.8152,8.5267,8.5233,5.3898,6.8358,,,TCGA-EE-A2A5-06,10.1582,9.8313,11.2407,10.8791,10.0464,9.9437,8.0031,8.1448
GTEX-QLQ7-1626-SM-2S1R8,7.8599,7.4892,8.119,10.925,8.1988,8.9878,4.843,6.016,,,TCGA-EE-A2A6-06,11.1864,9.0758,9.9348,11.1127,7.4906,9.9523,9.6614,7.1629
GTEX-QDVN-2026-SM-3GAEP,7.2911,8.2259,8.0934,10.6042,9.0397,8.3634,4.9266,6.8034,,,TCGA-EE-A2MI-06,8.7559,6.7708,9.1439,11.7606,9.1962,9.74,8.282,5.738
GTEX-WH7G-2326-SM-3NMBC,8.0692,8.3189,8.3801,11.3051,7.6633,8.6242,4.842,5.1538,,,TCGA-EE-A3J7-06,11.1545,8.9917,11.5722,11.8058,9.3227,9.6661,8.2665,8.1198
GTEX-139TT-0126-SM-5K7Y5,8.6445,8.8059,8.5898,11.0836,7.5718,9.117,6.7715,8.0927,,,TCGA-D3-A3MR-06,10.9951,8.9169,10.6637,11.3132,8.7912,8.6132,8.1741,6.4081
GTEX-146FQ-0126-SM-5NQA9,7.7645,8.5218,7.9793,11.053,7.8725,8.6938,3.5202,5.9963,,,TCGA-DA-A1HY-06,9.8086,7.7523,9.5441,11.2187,8.6428,10.4542,7.9558,7.6148
GTEX-11GS4-2726-SM-5A5LE,8.063,9.0502,8.3582,10.8979,7.4235,8.7008,5.5113,7.0071,,,TCGA-EE-A29W-06,11.1164,8.7505,10.0517,10.4361,8.4289,10.1819,8.9608,8.3149
GTEX-13OVL-0226-SM-5L3E9,8.4494,8.9769,8.3392,10.9458,7.6102,8.8101,6.1497,7.4653,,,TCGA-EE-A3J3-06,10.0138,8.9005,10.9499,11.0305,8.0314,9.6673,9.1698,8.1834
GTEX-11DXW-0226-SM-5H122,8.5964,8.5777,8.633,11.0332,8.0109,8.838,6.0391,7.5044,,,TCGA-ER-A19B-06,10.4168,7.2701,9.618,10.5217,7.4567,9.8251,9.5214,7.9567
GTEX-13N1W-0126-SM-5K7VT,7.6927,7.4514,8.2051,11.1062,8.0591,8.6439,5.5719,6.5567,,,TCGA-FR-A8YE-06,8.894,8.0445,9.8925,11.4801,8.1273,9.3324,7.3474,6.3306
GTEX-ZE9C-2726-SM-57WB5,8.031,8.99,7.991,10.851,8.2092,9.1247,6.1794,7.6888,,,TCGA-D9-A148-06,10.7017,7.6765,10.3922,10.7547,7.9949,9.676,8.7576,7.2559
GTEX-13G51-2526-SM-5LZYK,8.4526,9.448,8.8902,11.1163,7.5263,8.9195,7.6039,8.1279,,,TCGA-ER-A19H-06,9.2869,8.8595,11.3794,11.2139,9.3123,10.7356,8.4813,8.8565
GTEX-147GR-0526-SM-5S2MY,7.838,8.9285,7.7505,10.7332,8.0808,8.6773,6.2884,7.7004,,,TCGA-FS-A1ZE-06,10.7946,8.0784,9.9443,10.2555,8.0497,9.0085,7.8788,5.9241
GTEX-ZF28-0126-SM-4WKGK,7.1651,7.7226,8.8585,10.9458,8.5875,8.9809,2.5237,5.3289,,,TCGA-D3-A3CB-06,10.17,8.0621,10.2225,10.9801,8.4703,9.3129,7.9748,7.3818
GTEX-1192X-0226-SM-5H12D,7.8549,8.4215,8.149,11.2637,7.852,9.1759,4.7932,6.613,,,TCGA-DA-A3F8-06,10.2723,8.0425,9.6997,10.6244,6.3462,9.4801,8.4328,6.6015
GTEX-139TU-0126-SM-5K7WH,8.6448,8.7185,8.6869,11.2796,7.8463,8.9047,6.7745,7.7312,,,TCGA-EE-A2GI-06,10.4737,8.9299,10.4358,12.5342,8.41,9.478,9.0999,7.8443
GTEX-OOBK-0126-SM-2YUND,7.2598,8.0597,8.7374,11.4147,8.3867,8.8825,4.043,5.7173,,,TCGA-ER-A2NE-06,10.3403,8.9566,10.8545,11.5169,8.563,10.2503,9.0288,8.5482
GTEX-147F4-0226-SM-5QGPW,7.9296,7.8012,8.3169,11.2424,7.9564,8.6452,5.9094,7.0089,,,TCGA-FS-A4FD-06,10.719,9.2898,11.6287,11.3963,10.4132,10.0494,6.5913,7.8221
GTEX-VUSG-2526-SM-4KL1V,7.977,8.5356,8.0752,11.2747,8.3552,8.8995,5.4204,6.0365,,,TCGA-GN-A267-06,10.798,7.5547,10.9331,10.3057,8.886,9.7892,9.0132,5.5917
GTEX-117YX-2326-SM-5H12W,7.9388,9.3332,8.2208,10.9203,7.8353,9.0051,3.8321,5.2599,,,TCGA-D3-A2JP-06,9.79,7.9989,9.8984,10.7789,7.8285,8.4843,6.5236,7.8962
GTEX-ZZ64-1726-SM-5GZYB,8.774,9.7422,8.4575,11.0692,7.9218,9.0728,5.5082,7.3675,,,TCGA-WE-AA9Y-06,9.6672,7.5491,10.4949,11.4998,8.9741,9.0036,7.6253,6.435
GTEX-14A6H-0126-SM-5QGPK,7.4552,8.1598,8.4085,10.8984,8.0571,8.8785,5.1061,6.3393,,,TCGA-D3-A5GU-06,9.2188,7.946,11.1745,11.1378,8.6878,9.6832,8.3058,6.1616
GTEX-12ZZY-0226-SM-5LZVE,8.7589,10.0149,8.2687,11.2664,7.8454,9.0794,7.2664,8.4214,,,TCGA-ER-A19M-06,10.1594,8.9246,10.888,12.0195,8.9959,9.7645,9.7103,8.2646
GTEX-XPVG-2626-SM-4B669,8.311,9.182,8.2948,11.2784,8.4863,9.2226,5.7644,7.7283,,,TCGA-FS-A1ZR-06,10.7097,8.9527,10.8688,11.5589,7.4585,9.6818,8.9409,6.9186
GTEX-Y8DK-0126-SM-4TT3L,8.9181,10.2083,8.6101,11.2761,6.9941,9.2249,6.9033,8.0929,,,TCGA-EE-A2ML-06,9.3628,6.8189,9.6744,10.7995,8.1082,9.5922,7.1216,5.4955
GTEX-Y111-0126-SM-4SOIV,8.1992,9.6891,8.3771,10.9758,7.3657,8.6957,6.5331,7.1253,,,TCGA-ER-A19L-06,7.3054,4.3075,9.6834,11.0794,8.8949,9.0057,7.1536,4.4631
GTEX-11WQC-2526-SM-5CVLE,8.1368,8.443,8.5721,10.9848,8.264,8.7709,5.8494,7.0523,,,TCGA-EE-A2GH-06,9.1805,7.469,10.947,10.9682,8.7649,8.8008,7.2825,7.1665
GTEX-132NY-0326-SM-5IJBL,8.2136,8.383,8.6977,11.5123,8.4518,8.9166,5.5039,6.4396,,,TCGA-D3-A1Q8-06,9.2225,7.7158,10.0926,11.2064,9.073,9.6643,7.1721,7.75
GTEX-XOTO-0126-SM-4B66N,8.6692,8.9805,8.4068,11.425,7.7901,9.201,6.0725,6.7275,,,TCGA-FS-A1ZQ-06,10.491,9.2424,10.5032,12.1898,7.4772,10.3945,7.7351,7.7567
GTEX-11OF3-2626-SM-5GU7F,8.4774,8.9235,8.2294,10.9601,7.7108,8.975,7.5595,8.3514,,,TCGA-EE-A3AB-06,9.2917,7.6358,9.8207,11.3845,9.6419,9.4661,6.3346,6.5044
GTEX-Y8E4-0626-SM-4WWDL,8.5719,10.5982,7.388,10.9665,7.7008,8.9643,6.7204,7.979,,,TCGA-EE-A3AH-06,10.1874,7.9403,9.7823,11.3714,7.1301,9.375,7.5594,9.4106
GTEX-13N2G-2626-SM-5J1OT,7.4862,8.8973,8.3139,11.0339,8.7597,8.6289,5.6503,7.6044,,,TCGA-ER-A3PL-06,8.9302,6.915,10.4842,11.0804,8.0406,9.2756,7.5307,5.6149
GTEX-SJXC-0126-SM-2XCFF,7.6335,8.6132,8.7001,10.2234,7.6074,8.9011,5.4447,7.1377,,,TCGA-GN-A4U3-06,10.0985,7.764,10.4322,11.4721,8.0594,10.045,8.4339,7.2329
GTEX-WOFL-0126-SM-3MJG2,7.5878,8.2403,8.3709,10.9353,9.3062,8.5979,5.6703,7.2362,,,TCGA-D3-A8GE-06,8.655,5.6376,9.4045,10.756,7.0686,9.2709,4.8165,4.1478
GTEX-11EI6-0126-SM-5985R,8.8189,9.5295,8.2592,10.8426,7.8076,8.8073,7.162,8.0388,,,TCGA-W3-AA21-06,10.7069,8.1941,11.7124,11.6051,8.5063,9.5352,8.0644,5.3252
GTEX-13112-2826-SM-5DUWH,8.4253,8.6086,7.6841,11.1812,7.6177,9.1675,6.748,7.6123,,,TCGA-D3-A8GV-06,11.3476,9.4963,10.3406,11.6177,7.8765,9.7512,8.9822,8.0855
GTEX-11TUW-2726-SM-5EQLC,6.986,7.5055,9.3072,11.2731,7.7608,8.8581,6.1415,6.1415,,,TCGA-EE-A3AG-06,11.1445,10.0178,11.4314,12.3246,9.4997,10.1997,8.5997,9.2026
GTEX-PLZ6-1426-SM-5S2TR,7.2935,8.672,7.9154,10.6409,7.9446,8.7972,3.9571,6.1766,,,TCGA-ER-A3ES-06,9.3711,8.0365,12.5314,10.8318,7.8524,9.746,6.975,6.3805
GTEX-ZDTS-0126-SM-4WAY5,8.2349,8.6255,7.9355,11.111,7.9748,8.7064,5.8098,7.1019,,,TCGA-D3-A2JK-06,11.2597,8.8814,7.9431,11.2597,5.3454,8.0801,7.4714,5.3297
GTEX-111FC-0126-SM-5N9DL,8.9605,9.4422,8.4014,11.3331,7.7838,9.2186,6.7201,7.8401,,,TCGA-EE-A2MG-06,9.8418,8.4732,10.2494,11.3254,8.0324,9.8098,6.8986,6.5946
GTEX-14BMV-0126-SM-5S2PO,9.038,9.0667,8.3374,11.1586,7.9329,8.7587,7.3301,8.0443,,,TCGA-EE-A29C-06,10.9456,9.8354,10.5186,11.552,7.3197,9.6778,9.3285,7.3139
GTEX-12C56-1726-SM-5EQ61,8.2884,9.2861,8.6673,10.8902,8.1552,8.7976,5.5838,7.2732,,,TCGA-D3-A51J-06,10.9483,8.5851,10.3462,11.5139,8.8242,9.2417,8.2826,8.9961
GTEX-YJ89-0126-SM-4TT3X,8.5399,8.6192,8.0495,10.9846,8.261,9.0793,7.0832,8.4121,,,TCGA-FS-A1Z7-06,10.3803,8.2622,9.903,11.3202,7.3482,9.4679,8.2862,8.0097
GTEX-12WSC-0126-SM-5EQ4P,8.4475,9.4954,8.4619,11.2085,8.2082,9.2111,6.4503,7.7623,,,TCGA-D3-A8GJ-06,9.3766,8.259,10.2669,11.4134,9.1017,9.5025,8.1869,7.4692
GTEX-ZVZO-0126-SM-5A5L9,8.7273,9.8826,8.3579,11.5066,7.9256,8.3763,6.7956,8.6606,,,TCGA-D3-A3C1-06,7.3447,5.8965,8.881,12.0624,7.7394,9.1356,6.1658,5.1072
GTEX-13W46-0226-SM-5SIAG,7.4668,8.9048,7.8896,10.8136,8.3242,8.4952,4.5784,6.8512,,,TCGA-D3-A51G-06,10.28,9.0877,11.0405,10.9955,9.6805,10.2719,9.207,8.6562
GTEX-SUCS-1926-SM-32PM3,8.2591,9.1925,8.137,11.2778,8.0144,9.0377,3.1681,6.8182,,,TCGA-RP-A695-06,10.0857,8.1625,10.5682,10.7938,7.1928,9.9231,8.6584,6.9368
GTEX-Y3I4-2126-SM-4TT7C,8.5579,9.073,8.9631,11.3409,7.7382,8.9895,6.2462,7.0632,,,TCGA-ER-A199-06,9.28,8.9413,10.5443,11.5693,9.1734,9.4603,7.8211,9.1983
GTEX-P4QR-0326-SM-5SI8P,5.6052,5.9284,8.4738,11.0193,8.2411,8.7729,4.5986,5.8992,,,TCGA-EE-A182-06,11.2701,9.6161,8.9216,11.6548,5.569,8.4964,7.1546,5.2162
GTEX-ZVTK-0426-SM-51MRS,8.6746,10.4383,8.1404,11.1736,7.9029,8.7955,6.8891,7.2828,,,TCGA-WE-AAA3-06,10.6158,8.4705,10.38,10.6897,8.7196,9.5211,7.7363,7.1321
GTEX-U8XE-0326-SM-3DB8P,8.3887,8.2497,8.8843,11.8749,8.2575,8.8435,6.1344,7.0542,,,TCGA-DA-A95V-06,10.3423,8.3641,9.5345,11.3404,6.8933,9.8184,6.23,4.9478
GTEX-145LV-2126-SM-5LU8N,8.0525,9.7439,8.4402,11.1984,7.8628,9.0256,3.6247,5.5342,,,TCGA-ER-A197-06,10.9677,9.2478,10.7355,11.1973,9.238,11.0874,7.0593,5.468
GTEX-ZXG5-0126-SM-5GIEU,7.5846,9.0349,7.7799,10.9366,8.5613,8.9178,4.911,6.6748,,,TCGA-GN-A268-06,11.8181,10.084,11.2242,10.8323,7.3215,10.8658,9.2888,8.5606
GTEX-ZY6K-1826-SM-5GZXK,7.2353,8.4448,8.2433,10.9993,8.6342,8.6933,5.3607,8.0604,,,TCGA-EE-A181-06,10.8552,9.1268,11.5095,11.1058,7.4633,9.5902,9.0477,7.4561
GTEX-S7PM-0126-SM-4AD6S,8.1022,8.9382,8.6473,11.1329,7.2676,8.777,5.9732,6.4184,,,TCGA-ER-A19S-06,9.0941,8.327,11.2624,11.3098,8.7452,9.6873,7.5145,6.7425
GTEX-U4B1-1826-SM-4DXSU,6.9407,7.8066,8.8272,10.8884,8.6663,9.0129,1.9898,4.5415,,,TCGA-D9-A1JX-06,10.4919,9.2764,10.3813,11.463,7.8344,9.9757,9.0943,8.4129
