,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
,,,,,,,,,,,TCGA-VQ-A928-01,10.8109,9.6865,9.6004,11.8264,9.5298,9.2974,9.3585,9.2479
,,,,,,,,,,,TCGA-CD-8533-01,12.4516,10.4917,10.8271,11.8833,8.8136,10.0772,10.1233,10.2245
,,,,,,,,,,,TCGA-FP-8210-01,7.6282,8.0291,9.6215,11.1436,8.5195,8.391,6.5812,8.2285
,,,,,,,,,,,TCGA-VQ-A8DV-01,9.7554,7.0682,10.8279,12.397,10.3645,10.0535,7.6227,8.7364
,,,,,,,,,,,TCGA-VQ-AA6B-01,9.9246,8.4312,10.9147,12.4453,10.3608,10.184,9.1085,10.31
,,,,,,,,,,,TCGA-BR-A4IV-01,7.6493,6.1333,9.5027,11.1828,8.3683,9.2745,5.7853,6.4926
,,,,,,,,,,,TCGA-RD-A7BS-01,9.7513,9.1628,9.5966,11.7607,9.3865,9.2609,8.1259,9.7251
,,,,,,,,,,,TCGA-BR-8680-01,10.1166,10.0729,11.0675,12.4634,9.5924,9.5871,9.8405,9.3524
,,,,,,,,,,,TCGA-CD-5799-01,10.2865,9.7139,9.1133,12.22,7.8779,8.9862,8.9772,8.893
,,,,,,,,,,,TCGA-HU-A4G2-01,10.1098,8.8062,9.536,11.395,9.4263,9.5344,9.2663,10.5958
,,,,,,,,,,,TCGA-IN-A6RI-01,11.3313,10.1274,10.2369,11.4395,8.5381,9.7062,8.7302,9.9857
,,,,,,,,,,,TCGA-SW-A7EB-01,9.2994,8.1553,9.3451,11.4285,10.1413,9.1729,7.4666,9.6342
,,,,,,,,,,,TCGA-D7-8570-01,11.5451,8.8071,9.99,11.8072,9.4541,10.0072,8.02,10.4504
,,,,,,,,,,,TCGA-BR-4279-01,6.9539,6.148,9.1571,10.0297,8.5897,9.0454,6.3711,7.9319
,,,,,,,,,,,TCGA-VQ-A8DT-01,10.1641,9.6836,10.1593,11.9816,10.0496,9.3588,8.9771,10.7889
,,,,,,,,,,,TCGA-BR-6710-01,7.4694,5.9915,7.5942,11.5137,7.6323,8.5462,4.3171,7.2931
,,,,,,,,,,,TCGA-CD-8534-01,9.7998,8.0153,10.3629,11.1556,8.8386,9.2946,8.8225,10.5584
,,,,,,,,,,,TCGA-BR-A4J4-01,9.6113,7.5997,10.5876,11.7027,8.6452,10.1419,12.486,7.9162
,,,,,,,,,,,TCGA-VQ-AA69-01,10.8648,10.3862,10.4496,11.6427,8.2501,10.6213,10.6886,10.7274
,,,,,,,,,,,TCGA-VQ-A91W-01,9.8331,9.6452,10.4014,11.9057,9.9339,9.8178,8.7614,10.2763
,,,,,,,,,,,TCGA-HF-7132-01,9.541,9.8684,9.3067,11.8987,9.2937,8.9711,8.4327,9.552
,,,,,,,,,,,TCGA-HF-7134-01,10.275,9.6367,9.5427,11.7909,9.2148,8.7964,9.3923,11.6091
,,,,,,,,,,,TCGA-HF-7136-01,10.3431,9.103,11.669,12.0669,11.47,10.5239,10.0559,10.301
,,,,,,,,,,,TCGA-BR-8486-01,10.0099,10.1864,10.0107,11.9417,8.4508,9.107,8.1302,10.1057
,,,,,,,,,,,TCGA-CD-A4MH-01,10.9219,10.2552,10.1743,11.3782,8.9452,9.8842,9.0009,10.5298
,,,,,,,,,,,TCGA-MX-A5UJ-01,9.6042,9.2295,9.6599,11.6151,8.8236,8.9672,8.5602,9.555
,,,,,,,,,,,TCGA-BR-8368-01,10.4002,10.7121,10.336,11.934,9.5778,9.7751,10.2688,11.6835
,,,,,,,,,,,TCGA-CD-8525-01,10.0276,8.7937,10.8053,11.5243,8.5521,9.6352,7.8081,8.8344
,,,,,,,,,,,TCGA-HU-8604-01,10.5199,9.7967,9.8593,11.6345,8.922,9.6677,9.2552,9.8933
,,,,,,,,,,,TCGA-CG-4466-01,10.5421,9.8396,11.3305,12.267,10.3898,10.4033,10.6721,11.2274
,,,,,,,,,,,TCGA-BR-4253-01,9.1655,9.6086,10.2377,11.3731,10.124,9.9023,9.65,11.5078
,,,,,,,,,,,TCGA-BR-8366-01,9.0713,9.1693,10.2243,12.1088,9.1485,9.8727,11.655,9.0198
,,,,,,,,,,,TCGA-RD-A8NB-01,9.1215,9.5674,10.1245,11.6216,9.3828,8.8388,9.5448,10.3256
,,,,,,,,,,,TCGA-BR-4257-01,9.2519,8.9058,9.8959,11.33,9.3824,8.9931,8.9588,9.515
,,,,,,,,,,,TCGA-CD-A48C-01,10.6174,8.077,10.5306,12.0298,8.6963,9.1681,9.9243,9.5664
,,,,,,,,,,,TCGA-D7-A6F0-01,12.2051,10.4003,10.7325,11.9088,10.151,10.3624,8.577,10.5386
,,,,,,,,,,,TCGA-KB-A93H-01,9.8721,8.5477,10.5697,11.6599,9.2048,9.8085,8.2005,9.2649
,,,,,,,,,,,TCGA-ZQ-A9CR-01,10.0556,7.7079,10.4598,11.0838,9.3778,9.6602,8.3442,8.9572
,,,,,,,,,,,TCGA-BR-4280-01,9.5911,9.1732,9.8147,12.0222,9.5197,9.5249,8.6344,9.3389
,,,,,,,,,,,TCGA-BR-4368-01,9.0611,8.6555,9.7367,11.8369,9.635,9.4533,9.9042,9.2344
,,,,,,,,,,,TCGA-BR-6452-01,9.4407,9.7111,10.0012,11.4532,9.3476,9.1956,9.073,10.4083
,,,,,,,,,,,TCGA-CD-5803-01,9.326,7.5379,9.3103,11.4542,8.6896,8.5169,7.5311,8.1293
,,,,,,,,,,,TCGA-CG-5718-01,11.1594,9.8985,8.8243,11.5534,7.8037,9.4319,7.1824,8.6218
,,,,,,,,,,,TCGA-IN-AB1X-01,10.003,9.1057,10.0013,11.1116,9.5988,9.6005,8.6599,9.2795
,,,,,,,,,,,TCGA-RD-A8N6-01,10.0492,8.6834,9.7469,11.8573,9.0443,9.8018,8.2819,9.5933
,,,,,,,,,,,TCGA-HU-8244-01,10.598,10.3148,9.7787,11.8342,9.2159,8.737,9.2012,11.2675
,,,,,,,,,,,TCGA-BR-4255-01,8.806623794,7.495937895,10.00012267,11.32186593,9.277932726,9.536338209,6.914859099,8.832903062
,,,,,,,,,,,TCGA-BR-8369-01,10.0485,8.8477,11.0336,12.2489,10.1682,10.1575,9.0373,10.1117
,,,,,,,,,,,TCGA-HU-A4GY-01,9.008,8.9812,10.1043,11.2636,9.4073,8.9899,7.6419,8.8186
,,,,,,,,,,,TCGA-BR-8060-01,11.6047,11.1715,10.7903,11.2011,8.7867,9.2232,9.609,10.7028
,,,,,,,,,,,TCGA-BR-A4QL-01,9.5231,10.0087,8.3739,11.5432,9.0183,8.8915,8.6713,10.284
,,,,,,,,,,,TCGA-CG-4301-01,8.7074,7.1704,10.4419,11.1192,9.1208,9.7905,7.5642,9.226
,,,,,,,,,,,TCGA-HF-A5NB-01,9.5417,10.3843,9.4066,11.5575,8.1243,9.3777,8.5131,9.9542
,,,,,,,,,,,TCGA-BR-4362-01,9.991,10.3449,10.8262,12.2795,9.685,10.2874,10.2802,10.593
,,,,,,,,,,,TCGA-BR-4370-01,8.4152,8.171,10.0459,10.4346,9.2613,9.6939,8.6568,8.1045
,,,,,,,,,,,TCGA-BR-6456-01,10.9052,9.4609,9.6616,11.2281,9.0583,9.0747,8.272,9.0505
,,,,,,,,,,,TCGA-BR-8677-01,9.6013,8.1387,10.3321,10.9294,9.2681,8.8359,8.64,8.602
,,,,,,,,,,,TCGA-BR-4292-01,9.7603,9.6983,9.6345,12.0615,9.888,9.4599,9.8645,11.1456
,,,,,,,,,,,TCGA-BR-8363-01,11.0882,10.8868,10.8817,12.8092,9.968,9.8644,10.8249,10.4283
,,,,,,,,,,,TCGA-CD-8526-01,11.1383,10.1575,10.9506,12.0956,10.7862,10.3903,9.0793,9.6979
,,,,,,,,,,,TCGA-IN-A7NT-01,9.7459,7.0239,9.948,12.0508,9.0566,9.6346,9.2296,8.2241
,,,,,,,,,,,TCGA-BR-8080-01,9.1992,7.9648,9.7975,10.7179,8.3814,8.7705,7.8194,8.9696
,,,,,,,,,,,TCGA-BR-8284-01,10.3993,10.2937,10.1484,11.9926,8.9306,9.6988,10.2714,11.0245
,,,,,,,,,,,TCGA-BR-A4PD-01,10.5245,8.5373,9.5831,11.7015,8.2038,9.6102,8.8855,9.5203
,,,,,,,,,,,TCGA-CD-8527-01,10.0875,7.5651,9.9279,12.3578,7.791,9.6627,7.508,8.8382
,,,,,,,,,,,TCGA-CG-4462-01,7.7585,6.8634,9.7896,11.2491,8.5952,9.1625,7.2152,7.2433
,,,,,,,,,,,TCGA-D7-A6EX-01,8.4145,7.8417,9.4845,10.9614,10.2788,9.9834,8.4112,8.4145
,,,,,,,,,,,TCGA-D7-A6EY-01,9.1332,8.8174,9.6492,11.5422,9.247,8.831,8.6148,10.0363
,,,,,,,,,,,TCGA-HU-A4H6-01,10.5243,9.2413,10.3768,11.3447,9.1981,9.0981,8.0091,9.7785
,,,,,,,,,,,TCGA-VQ-A8P8-01,8.4756,9.4105,9.4,11.1177,8.779,8.7038,8.4109,9.7156
,,,,,,,,,,,TCGA-VQ-A8PU-01,10.3078,7.809,9.4007,11.9669,9.2806,9.2473,8.9805,10.3101
,,,,,,,,,,,TCGA-BR-4371-01,9.4041,8.5514,10.1049,11.6184,10.2792,9.5171,9.264,9.8601
,,,,,,,,,,,TCGA-BR-8081-01,10.0796,9.7689,10.1386,12.0006,8.6791,9.2653,8.8837,10.4695
,,,,,,,,,,,TCGA-BR-8361-01,10.4445,9.6996,10.0644,11.8834,9.738,9.7602,9.0717,9.1433
,,,,,,,,,,,TCGA-BR-A4J8-01,9.0554,8.3852,8.2661,11.6705,8.2989,9.166,8.3313,8.7589
,,,,,,,,,,,TCGA-D7-A6EV-01,11.1484,10.0623,9.9439,11.8989,9.7733,8.5829,9.6603,10.7076
,,,,,,,,,,,TCGA-EQ-8122-01,10.4173,9.3575,10.5318,12.1381,8.7396,9.2692,8.3323,9.5712
,,,,,,,,,,,TCGA-HJ-7597-01,10.9855,10.6355,11.2883,13.1193,11.2082,10.1759,10.0576,9.9924
,,,,,,,,,,,TCGA-HU-A4G8-01,9.708,9.5988,9.9393,11.6674,9.1089,9.3992,9.7969,10.3944
,,,,,,,,,,,TCGA-HU-A4GT-01,9.5225,9.5458,9.2656,11.702,9.3745,8.8936,9.0243,10.0434
,,,,,,,,,,,TCGA-BR-8078-01,9.3928,10.4986,9.8493,11.2825,8.1838,9.0732,10.1193,10.4551
,,,,,,,,,,,TCGA-BR-8365-01,8.3702,7.3916,9.3154,11.0682,7.5705,9.1543,7.9041,7.9316
,,,,,,,,,,,TCGA-BR-A4CR-01,11.4338,10.2365,11.034,10.989,9.6463,9.1983,10.783,10.1687
,,,,,,,,,,,TCGA-BR-A4QI-01,9.3733,8.1074,10.3168,12.4991,9.8881,9.4475,7.5251,8.883
,,,,,,,,,,,TCGA-D7-6528-01,11.8646,10.7699,10.0726,12.5691,8.4669,9.65,9.1277,9.9006
,,,,,,,,,,,TCGA-D7-6815-01,9.9225,8.9372,9.2624,12.594,8.7003,9.426,8.8532,9.8719
,,,,,,,,,,,TCGA-HU-A4GX-01,9.7449,8.3254,9.615,11.6646,9.353,9.4008,8.5587,10.5775
,,,,,,,,,,,TCGA-R5-A7ZR-01,10.0298,8.2874,9.9129,11.8119,9.3845,9.4165,8.7826,10.487
,,,,,,,,,,,TCGA-BR-7704-01,11.5742,9.2782,9.9486,11.9359,8.6591,9.6514,7.5663,8.6051
,,,,,,,,,,,TCGA-BR-7707-01,10.6526,9.8767,9.4656,12.0836,9.5193,8.5084,9.1801,8.7805
,,,,,,,,,,,TCGA-BR-A4J6-01,8.3306,6.4515,9.0227,11.3042,8.9329,9.3188,3.7308,7.8969
,,,,,,,,,,,TCGA-CG-4465-01,8.7671,9.0943,9.5913,11.3463,9.6221,9.1137,9.2005,9.8368
,,,,,,,,,,,TCGA-D7-A4YV-01,9.9599,10.7874,10.3229,10.9803,7.3679,9.3526,10.4979,10.7347
,,,,,,,,,,,TCGA-BR-6705-01,8.8157,8.3007,9.3135,11.9941,7.5248,9.0588,7.7539,8.9763
,,,,,,,,,,,TCGA-BR-8485-01,10.0072,8.9772,11.0467,11.1854,9.6425,9.3828,8.2585,9.4848
,,,,,,,,,,,TCGA-BR-A4PE-01,11.1191,9.3833,10.6512,11.9793,9.0602,9.7685,9.7807,10.7397
,,,,,,,,,,,TCGA-CG-4440-01,9.7238,9.0783,10.7263,12.3086,8.7611,9.5013,10.0499,9.0783
,,,,,,,,,,,TCGA-RD-A7BW-01,8.1895,6.9215,9.2904,11.8341,8.6001,9.624,7.2973,7.9299
,,,,,,,,,,,TCGA-BR-8382-01,8.9216,7.7371,9.6718,11.1254,9.0713,8.4624,8.0904,8.4921
,,,,,,,,,,,TCGA-BR-8687-01,8.9382,8.2937,9.6561,10.9765,8.946,9.1995,6.8666,9.1655
,,,,,,,,,,,TCGA-CG-4474-01,8.7875,10.0002,9.8307,11.5665,9.1857,9.222,9.3667,9.8869
,,,,,,,,,,,TCGA-CG-5722-01,10.8343,9.0647,9.1652,11.9353,10.6086,9.0524,7.443,8.9311
,,,,,,,,,,,TCGA-D7-6526-01,10.3491,9.3315,10.5142,11.722,9.8337,8.9542,8.3871,10.1905
,,,,,,,,,,,TCGA-HU-A4G9-01,9.9672,9.9331,9.6032,11.2073,9.9911,8.7356,8.4827,10.0537
,,,,,,,,,,,TCGA-VQ-A91E-01,10.4955,10.9057,9.878,11.7509,9.2366,9.146,10.3041,10.0111
,,,,,,,,,,,TCGA-VQ-A91Z-01,11.6981,9.877,11.0642,11.9908,9.8842,9.5172,9.3187,9.9244
,,,,,,,,,,,TCGA-BR-4201-01,8.6027,8.0213,9.9646,10.9465,9.8414,9.5728,9.1504,8.5833
,,,,,,,,,,,TCGA-BR-4361-01,8.9124,10.1961,9.7399,11.3977,9.3834,9.7332,9.8112,10.2492
,,,,,,,,,,,TCGA-CD-8531-01,10.7634,12.9092,10.923,12.0621,9.0403,8.5931,6.9566,9.1666
,,,,,,,,,,,TCGA-CG-4460-01,9.1446,9.3701,10.898,11.3889,9.6075,9.7898,9.5141,9.1708
,,,,,,,,,,,TCGA-D7-8579-01,8.365,7.3809,9.5869,11.2399,8.8372,9.0155,7.0539,8.776
,,,,,,,,,,,TCGA-R5-A7ZE-01,10.1639,9.3759,10.1344,11.9043,9.3274,9.2953,8.3627,9.6777
,,,,,,,,,,,TCGA-BR-8373-01,9.8513,9.6818,11.1226,11.2442,9.1348,9.5861,8.1596,8.9525
,,,,,,,,,,,TCGA-R5-A7ZF-01,10.7529,9.1243,10.0268,12.1253,10.46,9.8583,8.8102,9.4348
,,,,,,,,,,,TCGA-VQ-A8PB-01,9.7753,10.045,10.3594,11.5173,9.684,9.3184,10.0423,10.8477
,,,,,,,,,,,TCGA-BR-6566-01,9.4436,9.5698,8.9209,11.7816,8.1897,8.862,7.1639,9.2327
,,,,,,,,,,,TCGA-BR-6852-01,10.1112,10.6674,9.9655,12.6919,9.3589,9.545,9.0325,9.3941
,,,,,,,,,,,TCGA-BR-8487-01,9.5993,8.7124,8.9423,11.86,8.8021,9.5783,8.8905,10.2019
,,,,,,,,,,,TCGA-D7-6519-01,10.0999,7.7286,9.4534,11.3304,9.106,9.6392,8.1852,8.1852
,,,,,,,,,,,TCGA-IN-A7NR-01,8.6824,8.3969,8.6386,11.3117,7.9896,8.8898,7.4357,8.9921
,,,,,,,,,,,TCGA-BR-8592-01,7.3977,7.6349,9.1291,10.9853,8.1358,8.77,6.3239,7.9852
,,,,,,,,,,,TCGA-BR-8679-01,10.2644,8.7683,10.6788,11.7424,9.7409,9.712,9.5796,10.4232
,,,,,,,,,,,TCGA-RD-A8N9-01,9.1893,8.0581,10.0842,11.1353,9.1742,9.136,7.7812,9.0271
,,,,,,,,,,,TCGA-BR-7716-01,10.0115,8.7049,10.6004,11.3169,8.9286,9.4977,7.8768,8.6058
,,,,,,,,,,,TCGA-HU-A4GP-01,10.8276,10.8789,10.4445,11.7454,9.6151,10.3411,9.1358,10.7071
,,,,,,,,,,,TCGA-CD-8524-01,8.84,8.0554,10.7638,11.4713,8.5923,9.5989,7.6495,9.3933
,,,,,,,,,,,TCGA-D7-A74A-01,10.3511,8.5899,9.7455,12.0808,8.9668,8.0619,9.0807,10.4131
,,,,,,,,,,,TCGA-SW-A7EA-01,9.3714,8.4773,8.7694,11.5052,9.5227,8.7548,8.8796,9.1358
,,,,,,,,,,,TCGA-BR-4363-01,9.5598,9.0959,9.5793,11.4485,9.192,9.6258,9.7533,9.3414
,,,,,,,,,,,TCGA-BR-8295-01,11.5554,10.2191,11.8919,11.9857,11.0157,11.8289,9.5392,10.4432
,,,,,,,,,,,TCGA-D7-A4Z0-01,8.3518,8.7146,9.6541,11.411,8.4105,8.8662,7.528,8.8401
,,,,,,,,,,,TCGA-HU-A4GJ-01,9.7623,10.1244,10.051,11.796,10.1033,8.6123,8.0161,10.1165
,,,,,,,,,,,TCGA-RD-A8N2-01,7.207,4.4571,9.1204,11.0509,8.2345,9.3205,4.2342,5.8481
,,,,,,,,,,,TCGA-VQ-A91N-01,11.4939,10.6398,10.0992,11.2442,8.9031,8.3181,8.6045,10.3516
,,,,,,,,,,,TCGA-BR-8077-01,9.4906,8.836,9.6222,11.8869,9.849,9.4287,7.3762,8.6767
,,,,,,,,,,,TCGA-BR-8296-01,11.6183,10.7793,10.9402,12.5192,10.1346,10.1509,9.935,10.9795
,,,,,,,,,,,TCGA-CG-4477-01,9.7098,9.6145,10.1465,11.3377,10.609,10.4902,10.1252,9.5296
,,,,,,,,,,,TCGA-HU-8602-01,9.7172,10.2083,10.6246,11.6685,9.5751,9.3189,10.0822,10.2558
,,,,,,,,,,,TCGA-HU-A4H2-01,10.8577,10.3775,9.7257,11.5601,8.9233,9.4965,8.3379,10.9972
,,,,,,,,,,,TCGA-RD-A8N4-01,8.5667,5.9274,9.0302,10.9907,8.6371,9.3512,6.0398,7.5785
,,,,,,,,,,,TCGA-BR-6458-01,10.4279,8.5782,10.4188,12.2496,8.7444,9.3686,8.9587,10.6951
,,,,,,,,,,,TCGA-BR-6709-01,9.7537,7.8095,10.3765,12.3956,8.8029,9.6679,8.4455,8.0973
,,,,,,,,,,,TCGA-HU-A4H3-01,9.2361,8.7516,9.8772,11.0368,9.3081,9.5038,9.5266,9.7248
,,,,,,,,,,,TCGA-BR-6803-01,8.6301,7.8734,8.8678,11.764,7.8067,8.609,6.8438,7.962
,,,,,,,,,,,TCGA-BR-8690-01,9.3989,7.8776,10.4246,11.4986,10.3989,9.7241,7.5278,7.8969
,,,,,,,,,,,TCGA-CG-5719-01,9.881,8.3047,8.9647,11.606,7.6293,8.6379,7.3908,8.8966
,,,,,,,,,,,TCGA-D7-8576-01,11.1729,9.7876,10.2607,11.8211,9.0844,8.9505,9.6818,10.3367
,,,,,,,,,,,TCGA-KB-A6F7-01,10.6289,9.691,10.8743,11.5928,9.9243,9.8494,8.5714,10.1332
,,,,,,,,,,,TCGA-BR-8058-01,9.5678,9.3703,9.2364,11.6127,7.4477,8.6887,9.071,10.0289
,,,,,,,,,,,TCGA-BR-A44T-01,8.8285,7.625,9.4895,11.5221,9.9042,8.9352,6.422,8.1198
,,,,,,,,,,,TCGA-D7-5577-01,9.6336,9.1654,9.1612,11.994,8.5662,9.0103,8.3553,9.0044
,,,,,,,,,,,TCGA-HU-A4H4-01,11.0255,10.016,10.1948,11.7421,9.7843,9.5566,9.8652,10.4263
,,,,,,,,,,,TCGA-RD-A8N0-01,8.8047,8.4399,9.752,11.186,9.8031,9.1305,7.5184,9.6249
,,,,,,,,,,,TCGA-VQ-AA68-01,9.2655,8.9871,10.2358,11.253,9.0186,9.6046,8.9065,9.8326
,,,,,,,,,,,TCGA-VQ-AA6D-01,10.2101,10.0051,10.2763,11.2967,8.6094,10.3206,10.1574,10.2145
,,,,,,,,,,,TCGA-B7-5816-01,9.6485,8.783,9.3883,11.758,8.9074,8.6003,8.7561,8.6793
,,,,,,,,,,,TCGA-CD-5800-01,11.5207,9.4045,10.2699,12.1147,9.8434,10.1461,8.6785,9.8647
,,,,,,,,,,,TCGA-BR-7957-01,8.769,8.8722,9.9281,11.7925,8.1115,9.0565,9.004,9.2987
,,,,,,,,,,,TCGA-VQ-A8PQ-01,8.8678,8.7757,9.9587,12.1601,9.4856,9.2608,8.7888,10.3137
,,,,,,,,,,,TCGA-BR-6564-01,8.5413,6.5877,8.5634,11.4449,7.4297,8.9587,5.2796,5.5149
,,,,,,,,,,,TCGA-BR-A4IZ-01,8.9965,7.7022,9.5505,11.1029,7.5804,9.1118,7.4065,8.5419
,,,,,,,,,,,TCGA-R5-A7ZI-01,10.5438,8.0357,9.2215,11.909,8.6842,8.4215,8.6812,9.5727
,,,,,,,,,,,TCGA-CD-8528-01,10.316,9.4875,9.9047,12.4176,9.2732,9.0459,9.9109,9.621
,,,,,,,,,,,TCGA-BR-8364-01,8.041,6.6956,9.4141,11.0479,7.3024,8.4698,6.979,8.1895
,,,,,,,,,,,TCGA-D7-A748-01,6.5734,5.462,8.5569,10.9424,8.3793,8.3269,5.5054,7.2712
,,,,,,,,,,,TCGA-BR-A4IU-01,8.5222,7.204,9.198,11.3052,9.4541,8.9697,6.9034,9.5126
,,,,,,,,,,,TCGA-HF-7131-01,10.5368,8.9882,9.9105,11.9909,8.1808,8.6965,9.0036,9.6198
,,,,,,,,,,,TCGA-HF-7133-01,10.9656,9.2951,10.7192,11.1194,8.5687,9.3611,9.7111,9.5853
